County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotingRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 2,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 3,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 4,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 5,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 6,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 7,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 8,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 9,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 10,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 11,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 12,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 13,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 14,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 15,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 16,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 17,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 18,WHITNALL HIGH SCHOOL,"5000 S 116TH ST, GREENFIELD, WI 53228-3128",(414) 329-5219,North Gym,School,-88.05588531,42.95507813,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 19,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 20,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF GREENFIELD,Ward 21,GREENFIELD COMMUNITY CENTER,"7215 W COLD SPRING RD, GREENFIELD, WI 53220-2963",(414) 329-5219,,Government,-88.003577,42.966198,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 1,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 2,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 3,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 4,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 5,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 6,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 7,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 8,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 9,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 10,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 11,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 12,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 13,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 14,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 15,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 16,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 17,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 18,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 19,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 20,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 21,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 22,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 23,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 24,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 25,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 26,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 27,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 28,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 29,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 30,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 31,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 32,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 33,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 34,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 35,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 36,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 37,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 38,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 39,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 40,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 41,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 42,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 43,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 44,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 45,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 46,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 47,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 48,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 49,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 50,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 51,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 52,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 53,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 54,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 55,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 56,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 57,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 58,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 59,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 60,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 61,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 62,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 63,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 64,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 65,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 66,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 67,RIVERSIDE HIGH SCHOOL,"1615 E LOCUST ST, MILWAUKEE, WI 53211-3222",414-286-3491,,School,-87.889864,43.070542,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 68,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 69,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 70,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 71,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 72,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 73,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 74,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 75,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 76,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 77,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 78,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 79,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 80,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 81,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 82,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 83,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 84,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 85,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 86,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 87,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 88,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 89,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 90,MARSHALL HIGH SCHOOL,"4141 N 64TH ST, MILWAUKEE, WI 53216-1176",414-286-3491,,School,-87.993103,43.092681,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 91,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 92,WASHINGTON HIGH SCHOOL,"2525 N SHERMAN BLVD, MILWAUKEE, WI 53210-2949",414-286-3491,,School,-87.96820068,43.06607437,2020 Spring Election and Presidential Preference Vote
