County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotingRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 323,MODRZEJEWSKI PLAYGROUND FIELDHOUSE,"1020 W CLEVELAND AVE, MILWAUKEE, WI 53215-3436",414-286-3491,,Government,-87.925577,42.996674,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 324,FIREHOUSE ENGINE 31,"2400 S 8TH ST, MILWAUKEE, WI 53215-3231",414-286-3491,,Government,-87.920903,43.00114,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 325,LINCOLN COURT APARTMENTS,"2325 S HOWELL AVE, MILWAUKEE, WI 53207-1676",414-286-3491,,Government,-87.905188,43.00234,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 326,AUDUBON SCHOOL,"3300 S 39TH ST, MILWAUKEE, WI 53215-4019",414-286-3491,,School,-87.962029,42.983952,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 327,CURTIN SCHOOL,"3450 S 32ND ST, MILWAUKEE, WI 53215-4204",414-286-3491,,School,-87.953096,42.981943,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF OAK CREEK,Wards 1-3,OAK CREEK-FRANKLIN SCHOOL ADM. BUILDING,"7630 S 10TH ST, OAK CREEK, WI 53154-1912",(414) 766-7023,,Government,-87.926583,42.905366,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF OAK CREEK,Wards 4-6,OAK CREEK ASSEMBLY OF GOD,"7311 S 13TH ST, OAK CREEK, WI 53154",414-745-4665,,Religious,-87.932339,42.91177,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF OAK CREEK,Wards 7-9,AMERICAN LEGION POST 434,"9327 S SHEPARD AVE, OAK CREEK, WI 53154",414-766-7023,Lower Legion,Private,-87.903935,42.87791,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF OAK CREEK,Wards 10-12,NATIONAL GUARD ARMORY,"8520 S HOWELL AVE, OAK CREEK, WI 53154-2921",414-766-7023,Drill Floor,Government,-87.91065979,42.88962936,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF OAK CREEK,Wards 13-15,PARKWAY CHURCH,"10940 S NICHOLSON RD, OAK CREEK, WI 53154-7032",(414) 766-7023,,Religious,-87.892541,42.845869,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF OAK CREEK,Wards 16-19,OAK CREEK COMMUNITY CENTER,"8580 S HOWELL AVE, OAK CREEK, WI 53154-2921",(414) 766-7023,,Private,-87.910509,42.888999,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF SOUTH MILWAUKEE,Wards 1-4,DIVINE MERCY SCHOOL,"695 COLLEGE AVE, SOUTH MILWAUKEE, WI 53172-1252",414-762-2222,,School,-87.856168,42.929482,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF SOUTH MILWAUKEE,Wards 5-8,DIVINE MERCY PARISH,"800 MARQUETTE AVE, SOUTH MILWAUKEE, WI 53172-2637",414-762-2222,GATHERING ROOM,Religious,-87.857421,42.908183,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF SOUTH MILWAUKEE,Wards 9-12,SOUTH MILWAUKEE CITY HALL,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410",414-762-2222,,Government,-87.872592,42.906921,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF SOUTH MILWAUKEE,Wards 13-16,Grobschmidt Senior Center,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410",414-762-2222,Senior Center,Government,-87.872592,42.906921,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF ST. FRANCIS,Wards 1-4,SAINT FRANCIS COMMUNITY CENTER,"3476 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732",414-481-2300,,Private,-87.862821,42.974079,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF ST. FRANCIS,Wards 5-8,SAINT FRANCIS CIVIC CENTER,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732",414-481-2300,,Government,-87.86541,42.974179,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF ST. FRANCIS,Wards 9-12,SAINT FRANCIS COMMUNITY CENTER,"3476 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732",414-481-2300,,Private,-87.862821,42.974079,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 1,WAUWATOSA FIRE STATION NO. 51,"1601 UNDERWOOD AVE, WAUWATOSA, WI 53213-2634",414-479-8921,,Government,-88.008997,43.051488,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 2,WAUWATOSA WOMAN'S CLUB,"1626 N WAUWATOSA AVE, WAUWATOSA, WI 53213-2625",414-479-8921,,Private,-88.007081,43.052529,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 3,WAUWATOSA WOMAN'S CLUB,"1626 N WAUWATOSA AVE, WAUWATOSA, WI 53213-2625",414-479-8921,,Private,-88.007081,43.052529,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 4,WAUWATOSA CITY HALL - LOWER CIVIC CENTER,"7725 W NORTH AVE, WAUWATOSA, WI 53213",414-479-8921,LOWER CIVIC CENTER,Government,-88.00912,43.05991,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 5,WAUWATOSA CITY HALL - LOWER CIVIC CENTER,"7725 W NORTH AVE, WAUWATOSA, WI 53213",414-479-8921,LOWER CIVIC CENTER,Government,-88.00912,43.05991,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 6,HART PARK RECREATION BUILDING,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739",414-479-8921,MUELLNER BUILDING,Government,-88.004626,43.046294,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 7,HART PARK RECREATION BUILDING,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739",414-479-8921,MUELLNER BUILDING,Government,-88.004626,43.046294,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 8,WAUWATOSA PUBLIC WORKS FACILITY,"11100 W WALNUT RD, WAUWATOSA, WI 53226-3042",414-479-8921,,Government,-88.049113,43.052735,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 9,WAUWATOSA PUBLIC WORKS FACILITY,"11100 W WALNUT RD, WAUWATOSA, WI 53226-3042",414-479-8921,,Government,-88.049113,43.052735,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 10,HART PARK RECREATION BUILDING,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739",414-479-8921,MUELLNER BUILDING,Government,-88.004626,43.046294,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 11,HART PARK RECREATION BUILDING,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739",414-479-8921,MUELLNER BUILDING,Government,-88.004626,43.046294,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 12,HART PARK RECREATION BUILDING,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739",414-479-8921,MUELLNER BUILDING,Government,-88.004626,43.046294,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 13,WAUWATOSA LIBRARY,"7635 W NORTH AVE, WAUWATOSA, WI 53213-1718",414-479-8921,FIREFLY ROOM,Government,-88.00874,43.060058,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 14,WAUWATOSA LIBRARY,"7635 W NORTH AVE, WAUWATOSA, WI 53213-1718",414-479-8921,FIREFLY ROOM,Government,-88.00874,43.060058,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 15,WAUWATOSA LIBRARY,"7635 W NORTH AVE, WAUWATOSA, WI 53213-1718",414-479-8921,FIREFLY ROOM,Government,-88.00874,43.060058,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 16,HOYT PARK GRAND HALL,"1800 N SWAN BLVD, WAUWATOSA, WI 53226",414-479-8921,GRAND HALL,Other,-88.023733,43.054682,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 17,HOYT PARK GRAND HALL,"1800 N SWAN BLVD, WAUWATOSA, WI 53226",414-479-8921,GRAND HALL,Other,-88.023733,43.054682,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 18,MT. ZION LUTHERAN CHURCH FELLOWSHIP HALL,"12012 W NORTH AVE, WAUWATOSA, WI 53226",414-479-8921,Community Room,Religious,-88.063659,43.060616,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 19,MT. ZION LUTHERAN CHURCH FELLOWSHIP HALL,"12012 W NORTH AVE, WAUWATOSA, WI 53226",414-479-8921,Community Room,Religious,-88.063659,43.060616,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 20,MT. ZION LUTHERAN CHURCH FELLOWSHIP HALL,"12012 W NORTH AVE, WAUWATOSA, WI 53226",414-479-8921,Community Room,Religious,-88.063659,43.060616,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 21,WAUWATOSA PUBLIC WORKS FACILITY,"11100 W WALNUT RD, WAUWATOSA, WI 53226-3042",414-479-8921,,Government,-88.049113,43.052735,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 22,CURRIE PARK CLUB HOUSE,"3535 N MAYFAIR ROAD, WAUWATOSA, WI 53226",414-479-8921,,Government,-88.052858,43.084576,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 23,ANNUNCIATION GREEK ORTHODOX CHURCH CULTURAL CENTER,"9400 W CONGRESS ST, WAUWATOSA, WI 53225",414-479-8921,,Religious,-88.028919,43.09881,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WAUWATOSA,Ward 24,ANNUNCIATION GREEK ORTHODOX CHURCH CULTURAL CENTER,"9400 W CONGRESS ST, WAUWATOSA, WI 53225",414-479-8921,,Religious,-88.028919,43.09881,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 1,LIBERTY HEIGHTS PARK FIELD HOUSE,"6101 W ORCHARD ST, WEST ALLIS, WI 53214",414-302-8200,,Government,-87.988831,43.015014,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 2,POLICE SATELLITE STATION,"6900 W NATIONAL AVE, WEST ALLIS, WI 53214",414-302-8000,,Government,-87.999314,43.014035,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 3,LONGFELLOW ELEMENTARY SCHOOL,"2211 S 60TH ST, WEST ALLIS, WI 53219-2107",414-302-8200,GYMNASIUM,School,-87.987822,43.004412,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 4,WEST ALLIS FIRE STATION NO. 2,"2040 S 67TH PL, WEST ALLIS, WI 53219-1305",414-302-8200,,Government,-87.996312,43.00742,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 5,LONGFELLOW ELEMENTARY SCHOOL,"2211 S 60TH ST, WEST ALLIS, WI 53219-2107",414-302-8200,GYMNASIUM,School,-87.987822,43.004412,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 6,WEST ALLIS CITY HALL,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648",414-302-8200,,Government,-88.006502,43.016169,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 7,HERITAGE WEST ALLIS,"7901 W NATIONAL AVE, WEST ALLIS, WI 53214-4568",414-302-8200,,Private,-88.010554,43.010564,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 8,WEST ALLIS PUBLIC LIBRARY,"7421 W NATIONAL AVE, WEST ALLIS, WI 53214-4699",414-302-8200,,Government,-88.005443,43.0116,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 9,WEST ALLIS SENIOR CENTER,"7001 W NATIONAL AVE, WEST ALLIS, WI 53214",414-302-8700,Main Hall,Government,-88.0005105,43.012737,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 10,WEST ALLIS SENIOR CENTER,"7001 W NATIONAL AVE, WEST ALLIS, WI 53214",414-302-8700,Main Hall,Government,-88.0005105,43.012737,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 11,LAFOLLETTE PARK PAVILION,"9418 W WASHINGTON ST, WEST ALLIS, WI 53214-2756",414-302-8200,,Government,-88.029879,43.020415,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 12,MADISON ELEMENTARY SCHOOL,"1117 S 104TH ST, WEST ALLIS, WI 53214-2558",414-302-8200,Instructional Media Center,School,-88.042577,43.019631,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 13,LANE INTERMEDIATE SCHOOL,"1300 S 109TH ST, WEST ALLIS, WI 53214",414-302-8220,North Atrium,School,-88.047802,43.01858,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 14,FRANKLIN FIELD HOUSE,"1964 S 86TH ST, WEST ALLIS, WI 53227-1712",414-302-8200,,Government,-88.019562,43.008562,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 15,WOODROW WILSON SCHOOL FIELD HOUSE,"8710 W ORCHARD ST, WEST ALLIS, WI 53214-4345",414-302-8200,,Government,-88.021443,43.014559,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 16,FRANK LLOYD WRIGHT SCHOOL,"9501 W CLEVELAND AVE, WEST ALLIS, WI 53227",414-302-8200,GYMNASIUM,School,-88.030772,42.994901,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 17,CENTRAL HIGH SCHOOL,"8516 W LINCOLN AVE, WEST ALLIS, WI 53227-2543",414-302-8200,,School,-88.019101,43.003369,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 18,FRANK LLOYD WRIGHT SCHOOL,"9501 W CLEVELAND AVE, WEST ALLIS, WI 53227",414-302-8200,GYMNASIUM,School,-88.030772,42.994901,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 19,VILLAGE AT MANOR PARK,"3023 S 84TH ST, WEST ALLIS, WI 53227-3703",414-302-8200,,Private,-88.019066,42.989215,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 20,BELOIT ROAD SENIOR HOUSING CLUBHOUSE,"2505 S 72ND, WEST ALLIS, WI 53219",414-302-8220,,Government,-88.003212,42.998591,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 21,IRVING SCHOOL FIELD HOUSE,"10230 W GRANT ST, WEST ALLIS, WI 53227-1310",414-302-8200,,School,-88.040501,43.004224,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 22,NATHAN HALE HIGH SCHOOL,"11601 W LINCOLN AVE, WEST ALLIS, WI 53227-1017",414-302-8200,GYMNASIUM,School,-88.056398,43.001446,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 23,GENERAL MITCHELL SCHOOL FIELD HOUSE,"10125 W MONTANA AVE, WEST ALLIS, WI 53227-3356",414-302-8200,,School,-88.03926,42.993711,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 24,NATHAN HALE HIGH SCHOOL,"11601 W LINCOLN AVE, WEST ALLIS, WI 53227-1017",414-302-8200,GYMNASIUM,School,-88.056398,43.001446,2020 Spring Primary
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 25,NATHAN HALE HIGH SCHOOL,"11601 W LINCOLN AVE, WEST ALLIS, WI 53227-1017",414-302-8200,GYMNASIUM,School,-88.056398,43.001446,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,"Wards 1-1S,3-3S",BAYSIDE VILLAGE HALL,"9075 N REGENT RD, BAYSIDE, WI 53217-1802",414-351-8811,,Government,-87.905932,43.182249,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,"Wards 2,4",BAYSIDE VILLAGE HALL,"9075 N REGENT RD, BAYSIDE, WI 53217-1802",414-351-8811,,Government,-87.905932,43.182249,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,Ward 5,BAYSIDE VILLAGE HALL,"9075 N REGENT RD, BAYSIDE, WI 53217-1802",414-351-8811,,Government,-87.905932,43.182249,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF BROWN DEER,Wards 1-2,TRINITY COMMUNITY CHURCH,"9450 N 60TH ST, BROWN DEER, WI 53223-1258",414-371-3050,,Religious,-87.983543,43.189956,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF BROWN DEER,Wards 3-4,BROWN DEER LIBRARY,"5600 W BRADLEY RD, BROWN DEER, WI 53223-3510",414-371-3050,,Government,-87.980574,43.163764,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF BROWN DEER,Wards 5-6,COMMUNITY CENTER,"4355 W BRADLEY RD, BROWN DEER, WI 53223-3709",414-357-7002,,Private,-87.966558,43.16286,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF FOX POINT,Wards 1-4,FOX POINT POLICE DEPARTMENT,"7300 N SANTA MONICA BLVD, FOX POINT, WI 53217-3507",414-351-8900,Padway Hall Room,Government,-87.901599,43.149313,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF FOX POINT,Wards 5-9,LONGACRE PAVILION,"7343 N LONGACRE RD, FOX POINT, WI 53217",414-351-8900,,Government,-87.904173,43.151144,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Wards 1-2,GREENDALE HIGH SCHOOL,"6801 SOUTHWAY, GREENDALE, WI 53129-2428",414-423-2100,,School,-87.999181,42.934009,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Wards 3-4,CANTERBURY GRADE SCHOOL,"7000 ENFIELD AVE, GREENDALE, WI 53129-1745",414-423-2100,,School,-88.000888,42.940475,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Wards 5-6,COLLEGE PARK GRADE SCHOOL,"5701 W COLLEGE AVE, GREENDALE, WI 53129-2802",414-423-2100,,School,-87.986687,42.929782,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Wards 7-8,HIGHLAND VIEW GRADE SCHOOL,"5900 S 51ST ST, GREENDALE, WI 53129-2634",414-421-2100,,School,-87.976309,42.937156,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Wards 9-10,GREENDALE SAFETY CENTER,"5911 W GRANGE AVE, GREENDALE, WI 53129-1458",414-421-2100,,School,-87.987322,42.944332,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF HALES CORNERS,Wards 1-3,HALES CORNERS VILLAGE HALL,"5635 S NEW BERLIN RD, HALES CORNERS, WI 53130-1775",(414) 529-6161,MEADOWS ROOM,Government,-88.06302264,42.94224277,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF HALES CORNERS,Wards 4-6,HALES CORNERS VILLAGE HALL,"5635 S NEW BERLIN RD, HALES CORNERS, WI 53130-1775",(414) 529-6161,MEADOWS ROOM,Government,-88.06302264,42.94224277,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF HALES CORNERS,Wards 7-9,HALES CORNERS VILLAGE HALL,"5635 S NEW BERLIN RD, HALES CORNERS, WI 53130-1775",(414) 529-6161,MEADOWS ROOM,Government,-88.06302264,42.94224277,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF RIVER HILLS,Wards 1-3,RIVER HILLS VILLAGE HALL,"7650 N PHEASANT LN, RIVER HILLS, WI 53217-3012",414-352-8213,,Government,-87.917629,43.155839,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF SHOREWOOD,Wards 1-4,SHOREWOOD VILLAGE CENTER,"3920 N MURRAY AVE, SHOREWOOD, WI 53211-2303",414-847-2601,LOWER LEVEL,Government,-87.884752,43.088359,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF SHOREWOOD,Wards 5-8,SHOREWOOD HIGH SCHOOL,"1701 E CAPITOL DR, SHOREWOOD, WI 53211-1911",(414) 847-2601,GYMNASIUM,School,-87.888178,43.088269,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF SHOREWOOD,Wards 9-12,SHOREWOOD NORTH SHORE PRESBYTERIAN CHURCH,"4048 N BARTLETT AVE, SHOREWOOD, WI 53211",414-847-2601,LOWER LEVEL COMMUNITY ROOM,Religious,-87.888229,43.090507,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WEST MILWAUKEE,"Wards 1-2,5",WEST MILWAUKEE COMMUNITY CENTER,"1345 S 47TH ST, WEST MILWAUKEE, WI 53214-3509",414-645-1530,,Government,-87.972744,43.017356,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WEST MILWAUKEE,"Wards 3-4,6",WEST MILWAUKEE COMMUNITY CENTER,"1345 S 47TH ST, WEST MILWAUKEE, WI 53214-3509",414-645-1530,,Government,-87.972744,43.017356,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Wards 1-2,WHITEFISH BAY PUBLIC LIBRARY,"5420 N MARLBOROUGH DR, WHITEFISH BAY, WI 53217-5347",9626690,,Government,-87.901001,43.11531,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Wards 3-4,WHITEFISH BAY PUBLIC LIBRARY,"5420 N MARLBOROUGH DR, WHITEFISH BAY, WI 53217-5347",9626690,,Government,-87.901001,43.11531,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Wards 5-6,WHITEFISH BAY VILLAGE HALL,"5300 N MARLBOROUGH DR, WHITEFISH BAY, WI 53217-5344",9626690,,Government,-87.900299,43.114064,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Ward 7,LYDELL RECREATION CENTER,"5205 N LYDELL AVE, WHITEFISH BAY, WI 53217-5002",9626690,,School,-87.912333,43.112024,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,"Wards 8,10",CAHILL SQUARE,"1001 E FAIRMOUNT AVE, WHITEFISH BAY, WI 53217",9626690,,Government,-87.89825,43.107084,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,"Wards 9,11",LYDELL RECREATION CENTER,"5205 N LYDELL AVE, WHITEFISH BAY, WI 53217-5002",9626690,,School,-87.912333,43.112024,2020 Spring Primary
MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Ward 12,CAHILL SQUARE,"1001 E FAIRMOUNT AVE, WHITEFISH BAY, WI 53217",9626690,,Government,-87.89825,43.107084,2020 Spring Primary
MONROE COUNTY,CITY OF SPARTA,Wards 1-23,SPARTA COMMUNITY CENTER,"1000 E MONTGOMERY ST, SPARTA, WI 54656-1484",,Gym,Other,-90.796512,43.950529,2020 Spring Primary
MONROE COUNTY,CITY OF TOMAH,"Wards 1-5A,6-23",CITY OF TOMAH MUNICIPAL CENTER,"819 SUPERIOR AVE, TOMAH, WI 54660-2046",(608) 374-7426,Fire Station,Government,-90.505206,43.978927,2020 Spring Primary
MONROE COUNTY,CITY OF TOMAH,"Wards 5B,24",CITY OF TOMAH MUNICIPAL CENTER,"819 SUPERIOR AVE, TOMAH, WI 54660-2046",(608) 374-7426,Fire Station,Government,-90.505206,43.978927,2020 Spring Primary
MONROE COUNTY,TOWN OF ADRIAN,Ward 1,ADRIAN TOWN HALL,"15937 COUNTY HIGHWAY T, TOMAH, WI 54660",608-372-6694,,Government,-90.578164,43.94223,2020 Spring Primary
MONROE COUNTY,TOWN OF ANGELO,Wards 1-3,ANGELO TOWN HALL,"14123 COUNTY ROAD I, SPARTA, WI 54656",608-343-1126,,Government,-90.777228,43.97001,2020 Spring Primary
MONROE COUNTY,TOWN OF BYRON,Ward 1,BYRON TOWN HALL,"23286 STATE HIGHWAY 21, TOMAH, WI 54660",608-372-9689,,Government,-90.525144,44.015994,2020 Spring Primary
MONROE COUNTY,TOWN OF CLIFTON,Ward 1,CLIFTON TOWN HALL,"31819 COUNTY ROAD A, CAMP DOUGLAS, WI 54618-8600",608-427-6814,,Government,-90.355383,43.877512,2020 Spring Primary
MONROE COUNTY,TOWN OF GLENDALE,Ward 1,GLENDALE TOWN HALL,"27337 MOCHA RD, KENDALL, WI 54638-8616",608-463-7559,,Government,-90.346721,43.783789,2020 Spring Primary
MONROE COUNTY,TOWN OF GRANT,Ward 1,GRANT TOWN HALL,"19460 BITTERSWEET AVE, WARRENS, WI 54666",608-378-4583,,Government,-90.604106,44.116034,2020 Spring Primary
MONROE COUNTY,TOWN OF GREENFIELD,Wards 1-2,GREENFIELD TOWN HALL,"11575 FISHER RD, TOMAH, WI 54660-8019",(608) 372-1814,,Government,-90.564284,44.007438,2020 Spring Primary
MONROE COUNTY,TOWN OF JEFFERSON,Ward 1,JEFFERSON TOWN SHOP AND OFFICE,"12035 OLYMPIC AVE, CASHTON, WI 54619",608-654-7855,,Government,-90.750302,43.754578,2020 Spring Primary
MONROE COUNTY,TOWN OF LA GRANGE,"Wards 1A,2A,3A",LA GRANGE TOWN HALL,"22731 FLINT AVE, TOMAH, WI 54660-4451",608-372-3594,,Government,-90.53858,44.010164,2020 Spring Primary
MONROE COUNTY,TOWN OF LA GRANGE,"Wards 1B,2B,3B",LA GRANGE TOWN HALL,"22731 FLINT AVE, TOMAH, WI 54660-4451",608-372-3594,,Government,-90.53858,44.010164,2020 Spring Primary
MONROE COUNTY,TOWN OF LAFAYETTE,Wards 1-2,LAFAYETTE TOWN HALL,"11336 COUNTY ROAD Q, SPARTA, WI 54656-7615",608-269-2738,,Government,-90.767937,44.010436,2020 Spring Primary
MONROE COUNTY,TOWN OF LEON,Wards 1-2,LEON TOWN HALL,"8108 JACKRABBIT AVE, SPARTA, WI 54656-3207",608-269-5873,,Government,-90.828872,43.890357,2020 Spring Primary
MONROE COUNTY,TOWN OF LINCOLN,Ward 1,LINCOLN FIRE STATION,"506 HARTWELL DR, WARRENS, WI 54666",,,Government,-90.503056,44.127507,2020 Spring Primary
MONROE COUNTY,TOWN OF LITTLE FALLS,Wards 1-2,LITTLE FALLS TOWN HALL,"4124 COUNTY ROAD I, SPARTA, WI 54656-6574",608-272-3797,,Government,-90.835025,44.089882,2020 Spring Primary
MONROE COUNTY,TOWN OF NEW LYME,Ward 1,NEW LYME TOWN HALL,"2682 COUNTY ROAD S, SPARTA, WI 54656-6538",(608) 272-3435,,Government,-90.763019,44.136712,2020 Spring Primary
MONROE COUNTY,TOWN OF OAKDALE,Ward 1,OAKDALE TOWN HALL,"228 BALLPARK DR, OAKDALE, WI 54649",608-372-6475,,Government,-90.377479,43.957874,2020 Spring Primary
MONROE COUNTY,TOWN OF PORTLAND,Ward 1,PORTLAND TOWN HALL,"6736 STATE HIGHWAY 33, CASHTON, WI 54619",608-654-5187,,Government,-90.857605,43.770648,2020 Spring Primary
