HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes,Complete
37058,TOWN OF MOSINEE - MARATHON COUNTY,106.00,0.00,19.00,0.00,25.00,600.00,100.00,0.00,None,1
37060,TOWN OF NORRIE - MARATHON COUNTY,19.00,0.00,2.00,0.00,50.00,800.00,0.00,247.00,WisVote Charges:  $247.00,1
37062,TOWN OF PLOVER - MARATHON COUNTY,39.00,0.00,0.00,0.00,50.00,"1,010.44",0.00,158.60,WisVote Charges:   $158.60,1
37064,TOWN OF REID - MARATHON COUNTY,39.00,0.00,5.00,0.00,50.00,457.26,0.00,319.80,WisVote Charges:  $319.80,1
37066,TOWN OF RIB FALLS - MARATHON COUNTY,16.00,0.00,2.50,45.00,50.00,329.00,49.00,368.75,WisVote Charges:  $256.75 Miscellaneous Mileage:  $112.00,1
37068,TOWN OF RIB MOUNTAIN - MARATHON COUNTY,194.00,0.00,73.84,0.00,50.00,"3,585.34",58.24,0.00,,1
37070,TOWN OF RIETBROCK - MARATHON COUNTY,16.00,0.00,1.00,0.00,50.00,404.55,0.00,455.77,$231.52 hrs for election related duties for clerk & mileage  $224.25 wivote charges,1
37072,TOWN OF RINGLE - MARATHON COUNTY,24.00,0.00,0.20,80.00,50.00,"1,200.00",24.00,532.50,WisVote Charges:  $487.50 Utilities:  45.00,1
37074,TOWN OF SPENCER - MARATHON COUNTY,57.00,0.00,0.60,0.00,50.00,858.13,0.00,365.95,WisVote Charges:  $365.95,1
37076,TOWN OF STETTIN - MARATHON COUNTY,24.00,0.00,50.00,0.00,100.00,"1,692.00",0.00,0.00,,1
37078,TOWN OF TEXAS - MARATHON COUNTY,24.00,0.00,264.00,50.00,50.00,"1,012.50",0.00,0.00,,1
37080,TOWN OF WAUSAU - MARATHON COUNTY,24.00,0.00,74.00,0.00,50.00,956.00,0.00,609.05,wisvote charges,1
37082,TOWN OF WESTON - MARATHON COUNTY,194.00,0.00,13.22,0.00,50.00,508.03,0.00,150.15,WisVote Charges:  $150.15,1
37084,TOWN OF WIEN - MARATHON COUNTY,16.00,0.00,2.00,0.00,50.00,493.00,0.00,239.76,WisVote Charges:  $204.10 Mileage:   $35.66,1
37102,VILLAGE OF ATHENS - MARATHON COUNTY,45.00,50.00,21.00,100.00,25.00,346.50,80.50,0.00,,1
37106,VILLAGE OF BROKAW - MARATHON COUNTY,194.00,0.00,4.36,0.00,50.00,524.83,0.00,68.90,WisVote Charges:  $68.90,1
37121,VILLAGE OF EDGAR - MARATHON COUNTY,35.00,0.00,5.39,0.00,20.00,795.00,155.00,0.00,,1
37122,VILLAGE OF ELDERON - MARATHON COUNTY,19.00,0.00,0.00,75.00,50.00,312.00,0.00,0.00,Wisvote Charges:   $42.90,1
37126,VILLAGE OF FENWOOD - MARATHON COUNTY,16.00,0.00,2.00,0.00,50.00,492.00,0.00,38.35,wivote charges,1
37136,VILLAGE OF HATLEY - MARATHON COUNTY,24.00,15.00,2.00,15.00,50.00,650.00,50.00,139.10,wisvote charges 139.10,1
37145,VILLAGE OF KRONENWETTER - MARATHON COUNTY,216.00,50.00,535.00,50.00,50.00,"4,124.89",125.00,0.00,,1
37146,TOWN OF MAINE - MARATHON COUNTY,225.79,0.00,18.10,0.00,140.59,"2,711.67",43.00,0.00,,1
37146,VILLAGE OF MAINE - MARATHON COUNTY,225.79,0.00,18.10,0.00,140.59,"2,711.67",43.00,0.00,,1
37151,VILLAGE OF MARATHON CITY - MARATHON COUNTY,16.00,0.00,7.00,0.00,50.00,862.77,0.00,585.11,Misc=Publications & ballots,1
37176,VILLAGE OF ROTHSCHILD - MARATHON COUNTY,194.00,200.00,94.08,70.00,150.00,"1,399.27","5,367.79",57.92,"food, milage",1
37181,VILLAGE OF SPENCER - MARATHON COUNTY,288.48,0.00,23.13,0.00,50.00,"1,045.00",0.00,0.00,,1
37182,VILLAGE OF STRATFORD - MARATHON COUNTY,16.00,0.00,60.00,0.00,100.00,990.00,"1,000.00",0.00,,1
37186,VILLAGE OF UNITY - MULTIPLE COUNTIES,23.00,0.00,0.00,0.00,50.00,430.00,0.00,42.90,wisvote charges,1
37192,VILLAGE OF WESTON - MARATHON COUNTY,194.00,0.00,400.00,0.00,200.00,"3,776.00","6,941.00",385.00,Misc. Supplies and poll worker lunch/dinner. ,1
37251,CITY OF MOSINEE - MARATHON COUNTY,480.00,150.00,150.00,0.00,300.00,"1,600.00",300.00,0.00,,1
37281,CITY OF SCHOFIELD - MARATHON COUNTY,24.00,0.00,37.00,0.00,125.00,"1,518.75",0.00,0.00,,1
37291,CITY OF WAUSAU - MARATHON COUNTY,194.00,"1,255.91","2,143.40",686.00,"15,793.26","20,108.13","13,552.24",0.00,,1
38002,TOWN OF AMBERG - MARINETTE COUNTY,109.50,0.00,20.00,547.83,35.00,453.64,0.00,0.00,,1
38004,TOWN OF ATHELSTANE - MARINETTE COUNTY,131.40,10.00,16.19,28.75,15.00,934.00,0.00,0.00,,1
38006,TOWN OF BEAVER - MARINETTE COUNTY,0.00,0.00,21.56,28.75,40.00,869.50,35.00,0.00,,1
38008,TOWN OF BEECHER - MARINETTE COUNTY,43.80,0.00,5.50,79.75,0.00,522.37,0.00,0.00,,1
38010,TOWN OF DUNBAR - MARINETTE COUNTY,43.80,52.58,53.75,230.36,45.00,"1,620.00",0.00,0.00,Number 6 includes $188.00 for training pollworkers.,1
38012,TOWN OF GOODMAN - MARINETTE COUNTY,145.00,0.00,35.00,57.58,85.00,734.94,0.00,0.00,,1
38014,TOWN OF GROVER - MARINETTE COUNTY,109.50,25.50,14.49,83.75,534.00,914.00,0.00,77.82,Had to make additional ballot boxes as there were so many different ballots at this election,1
38016,TOWN OF LAKE - MARINETTE COUNTY,124.10,0.00,31.75,180.00,41.00,596.50,0.00,0.00,,1
38018,TOWN OF MIDDLE INLET - MARINETTE COUNTY,146.00,0.00,17.82,43.00,0.00,"1,107.80",0.00,172.50,Pre-election \ Post-election Mileage,1
38020,TOWN OF NIAGARA - MARINETTE COUNTY,80.00,5.00,30.00,62.00,10.00,"1,193.00",0.00,0.00,,1
38022,TOWN OF PEMBINE - MARINETTE COUNTY,43.80,0.00,7.35,28.75,0.00,750.62,0.00,0.00,,1
38024,TOWN OF PESHTIGO - MARINETTE COUNTY,230.50,10.00,383.50,815.07,5.00,"3,876.85","1,365.88",250.00,food for election workers,1
38026,TOWN OF PORTERFIELD - MARINETTE COUNTY,124.10,7.50,113.19,151.75,53.60,"1,422.91",0.00,0.00,,1
38028,TOWN OF POUND - MARINETTE COUNTY,153.00,5.00,70.00,133.00,125.00,"1,550.00","2,100.00",102.00,"Seals, stickers, cones for traffic flow and rope guides.",1
38030,TOWN OF SILVER CLIFF - MARINETTE COUNTY,25.00,24.71,19.74,0.00,0.00,598.40,0.00,0.00,,1
38032,TOWN OF STEPHENSON - MARINETTE COUNTY,161.55,90.00,336.57,254.38,192.66,"2,470.35",770.00,167.35,309.9 miles for election day running between polling places and delivery of ballots to County the Wednesday after election and Monday following for late received.,1
38034,TOWN OF WAGNER - MARINETTE COUNTY,116.80,3.00,84.00,24.38,130.00,984.00,0.00,0.00,,1
38036,TOWN OF WAUSAUKEE - MARINETTE COUNTY,138.70,0.00,208.20,149.38,0.00,"1,602.00",0.00,280.95,Handicap voting booth & 2 permanent voting booths.,1
38111,VILLAGE OF COLEMAN - MARINETTE COUNTY,221.95,0.00,43.76,83.75,59.40,455.67,0.00,0.00,,1
38121,VILLAGE OF CRIVITZ - MARINETTE COUNTY,176.00,50.00,50.00,250.00,100.00,789.00,0.00,92.00,Poll worker meals,1
38171,VILLAGE OF POUND - MARINETTE COUNTY,54.75,3.00,4.90,21.00,100.18,711.36,224.75,0.00,,1
38191,VILLAGE OF WAUSAUKEE - MARINETTE COUNTY,138.70,20.00,25.88,66.04,25.00,855.33,0.00,0.00,,1
38251,CITY OF MARINETTE - MARINETTE COUNTY,"1,121.68",202.66,238.75,676.39,297.50,"4,140.84",297.50,125.00,Supplies,1
38261,CITY OF NIAGARA - MARINETTE COUNTY,151.13,0.00,16.56,153.83,12.50,715.17,501.64,0.00,,1
38271,CITY OF PESHTIGO - MARINETTE COUNTY,215.35,35.40,108.28,605.76,141.60,"1,675.00",551.09,0.00,,1
39002,TOWN OF BUFFALO - MARQUETTE COUNTY,10.00,10.00,33.00,0.00,0.00,"1,380.00",0.00,76.00,Ordered lunch and supper for the poll workers,1
39004,TOWN OF CRYSTAL LAKE - MARQUETTE COUNTY,10.00,0.00,10.00,50.00,0.00,697.50,0.00,0.00,Number 5 is Provided by County Clerk,1
39006,TOWN OF DOUGLAS - MARQUETTE COUNTY,0.00,0.00,20.00,550.00,0.00,600.00,0.00,0.00,,1
39008,TOWN OF HARRIS - MARQUETTE COUNTY,18.00,0.00,22.00,180.00,10.00,790.00,40.00,123.75,"Provider % fee = 123.75. Divided in 4 the cost of yearly fees to Marquette Co Clerk ($495) and Sequoica ($720)figuring on four elections in 2016. Total $1,183.75",1
39010,TOWN OF MECAN - MARQUETTE COUNTY,39.00,0.00,13.76,0.00,0.00,482.38,0.00,0.00,,1
39012,TOWN OF MONTELLO - MARQUETTE COUNTY,15.00,0.00,43.00,300.00,50.00,900.00,0.00,150.00,"Town Hall Utilites , phone, and other supplies & expense related to election.",1
39014,TOWN OF MOUNDVILLE - MARQUETTE COUNTY,0.00,0.00,5.88,0.00,0.00,405.00,0.00,0.00,,1
39016,TOWN OF NESHKORO - MARQUETTE COUNTY,25.00,0.00,12.00,0.00,0.00,"1,000.00",0.00,0.00,,1
39018,TOWN OF NEWTON - MARQUETTE COUNTY,0.00,0.00,0.00,24.00,0.00,324.00,0.00,0.00,,1
39020,TOWN OF OXFORD - MARQUETTE COUNTY,5.00,0.00,163.00,180.00,0.00,845.00,589.00,141.25,MOU with Marquette Co Clerk for SVRS/WisVote,1
39022,TOWN OF PACKWAUKEE - MARQUETTE COUNTY,50.00,20.00,19.60,0.00,25.00,840.00,0.00,0.00,,1
39024,TOWN OF SHIELDS - MARQUETTE COUNTY,0.00,0.00,18.00,80.00,30.00,700.00,0.00,0.00,,1
39026,TOWN OF SPRINGFIELD - MARQUETTE COUNTY,5.00,0.00,20.00,293.75,0.00,675.00,30.00,0.00,"The Town of Sprigfield is a relier of the Marquette County Clerk's Office. 2016 Fees $1,175.00/4 Election = 293.75 (machine maintenance/county contract.",1
39028,TOWN OF WESTFIELD - MARQUETTE COUNTY,10.00,0.00,18.62,60.00,20.00,550.00,0.00,0.00,,1
39121,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,3.00,5.00,5.00,0.00,0.00,330.00,0.00,58.00,Mileage for picking up polling supplies/books at County & School. Also mileage for taking all election materials back to county & school.,1
39161,VILLAGE OF NESHKORO - MARQUETTE COUNTY,0.00,30.00,5.88,0.00,0.00,486.00,0.00,0.00,,1
39165,VILLAGE OF OXFORD - MARQUETTE COUNTY,67.98,25.00,3.91,0.00,0.00,579.46,0.00,0.00,Number 5 provided by County.,1
39191,VILLAGE OF WESTFIELD - MARQUETTE COUNTY,10.00,5.00,10.00,40.00,0.00,770.00,0.00,350.00,Relier cost/County programing elect. Voting equp./materials.,1
39251,CITY OF MONTELLO - MARQUETTE COUNTY,50.00,95.00,24.50,0.00,0.00,775.00,0.00,0.00,,1
40001,TOWN OF MENOMINEE - MENOMINEE COUNTY,0.00,0.00,0.00,0.00,0.00,661.11,0.00,0.00,,1
41106,VILLAGE OF BAYSIDE - MULTIPLE COUNTIES,0.00,0.00,420.44,0.00,23.50,"1,545.93",0.00,0.00,,1
41107,VILLAGE OF BROWN DEER - MILWAUKEE COUNTY,37.00,324.43,343.15,84.44,81.10,"4,218.51","1,675.00",0.00,NONE!,1
41126,VILLAGE OF FOX POINT - MILWAUKEE COUNTY,14.00,199.00,"2,054.00",428.00,0.00,"8,500.00",0.00,"1,137.00","Training mileage: $72; Printing New Election Day Manuals: $546; Miscellaneous Office Supplies (Pens, Paper, Tape, Highlighters,etc.): $477; Election Photo ID Signs: $42 ",1
41131,VILLAGE OF GREENDALE - MILWAUKEE COUNTY,159.90,259.18,879.32,406.18,215.13,"6,137.95",413.28,92.86,Supplies - $62.86 April 2016 Verizon - $30.00,1
41136,VILLAGE OF HALES CORNERS - MILWAUKEE COUNTY,150.00,250.00,400.00,100.00,250.00,"7,300.00","1,000.00",0.00,,1
41176,VILLAGE OF RIVER HILLS - MILWAUKEE COUNTY,0.00,47.73,85.00,57.28,"1,537.00","2,981.00",0.00,0.00,,1
41181,VILLAGE OF SHOREWOOD - MILWAUKEE COUNTY,0.00,215.00,870.00,115.00,35.00,"9,320.00",0.00,0.00,,1
41191,VILLAGE OF WEST MILWAUKEE - MILWAUKEE COUNTY,288.36,138.42,78.61,47.96,286.36,"1,949.75",68.96,"2,002.02","Training costs and materials, additional copies and supplies",1
41192,VILLAGE OF WHITEFISH BAY - MILWAUKEE COUNTY,39.16,400.00,437.00,"2,502.89",641.44,"9,390.07",30.00,0.00,,1
41211,CITY OF CUDAHY - MILWAUKEE COUNTY,37.99,0.00,780.02,153.30,0.00,"6,804.00",895.00,0.00,,1
41226,CITY OF FRANKLIN - MILWAUKEE COUNTY,238.00,580.00,"2,762.00","3,122.00",909.00,"13,066.00","4,357.00",0.00,,1
41231,CITY OF GLENDALE - MILWAUKEE COUNTY,42.74,350.00,466.52,"2,501.60","1,860.26","4,876.18",0.00,0.00,,1
41236,CITY OF GREENFIELD - MILWAUKEE COUNTY,318.56,725.20,"1,416.21",0.00,"4,760.38","21,931.25","13,948.87",0.00,,1
41251,CITY OF MILWAUKEE - MULTIPLE COUNTIES,"7,500.00","15,000.00","15,000.00","3,200.00","15,000.00","175,000.00","144,000.00","8,000.00","Cell phone rental for use by Chief Inspectors ($3000), vehicle rental for troubleshooters and voting equipment techs ($5000)",1
41265,CITY OF OAK CREEK - MILWAUKEE COUNTY,509.85,324.88,"2,059.42",978.00,138.00,"11,037.00","3,678.75",435.00,"Supplies, additional for new machines, Verizon charges, County supplies",1
41281,CITY OF ST. FRANCIS - MILWAUKEE COUNTY,584.00,393.00,"1,140.00",127.00,48.00,"2,584.00",0.00,0.00,,1
41282,CITY OF SOUTH MILWAUKEE - MILWAUKEE COUNTY,213.81,76.00,441.87,81.18,394.14,"5,786.48","8,041.14",0.00,,1
41291,CITY OF WAUWATOSA - MILWAUKEE COUNTY,60.00,975.00,"1,175.00","1,100.00","3,600.00","15,540.00","3,675.00",150.00,Pink slips (voter #); misc. envelopes we purchase from the county; ballot bags; tabulator security seals,1
41292,CITY OF WEST ALLIS - MILWAUKEE COUNTY,230.00,768.95,"1,300.00",667.00,500.00,"17,000.00","2,700.00",0.00,,1
42002,TOWN OF ADRIAN - MONROE COUNTY,28.75,0.00,0.00,40.00,0.00,448.50,0.00,0.00,,1
42004,TOWN OF ANGELO - MONROE COUNTY,65.94,0.00,4.90,0.00,0.00,541.51,0.00,0.00,,1
42006,TOWN OF BYRON - MONROE COUNTY,8.00,0.00,1.00,0.00,40.00,0.00,905.00,0.00,,1
42008,TOWN OF CLIFTON - MONROE COUNTY,160.00,0.00,1.00,150.00,100.00,730.00,0.00,0.00,,1
42010,TOWN OF GLENDALE - MONROE COUNTY,57.00,0.00,26.00,0.00,0.00,465.00,0.00,75.00,Fee to Monroe County Clerk for election voter input.  Total annual fee is $300.00.  $75.00 is based on 4 elections in a year.,1
42012,TOWN OF GRANT - MONROE COUNTY,17.48,1.96,0.00,132.00,0.00,360.00,0.00,0.00,,1
42014,TOWN OF GREENFIELD - MONROE COUNTY,7.50,15.20,0.00,0.00,0.00,768.00,0.00,295.50,Mileage $23.00 Wages $272.50,1
42016,TOWN OF JEFFERSON - MONROE COUNTY,56.00,0.00,2.76,100.00,26.00,447.50,0.00,0.00,,1
42018,TOWN OF LAFAYETTE - MONROE COUNTY,121.19,0.00,0.00,0.00,17.00,386.75,0.00,0.00,,1
42020,TOWN OF LA GRANGE - MONROE COUNTY,39.49,0.00,4.50,14.00,0.00,717.75,98.45,0.00,,1
42022,TOWN OF LEON - MONROE COUNTY,108.69,0.00,11.76,0.00,755.18,0.00,0.00,50.00,Wages,1
42024,TOWN OF LINCOLN - MONROE COUNTY,5.00,0.00,10.00,160.00,0.00,525.00,0.00,0.00,,1
42026,TOWN OF LITTLE FALLS - MONROE COUNTY,75.44,0.00,3.00,0.00,0.00,0.00,884.25,0.00,,1
42028,TOWN OF NEW LYME - MONROE COUNTY,40.00,0.00,2.00,15.00,450.00,0.00,0.00,0.00,,1
42030,TOWN OF OAKDALE - MONROE COUNTY,28.47,0.00,2.35,300.00,0.00,726.19,0.00,176.00,Voting Machine Paper,1
42032,TOWN OF PORTLAND - MONROE COUNTY,87.13,0.00,2.02,0.00,30.00,700.00,0.00,37.50,Mileage,1
42034,TOWN OF RIDGEVILLE - MONROE COUNTY,308.00,0.00,9.80,0.00,0.00,452.66,0.00,0.00,,1
42036,TOWN OF SCOTT - MONROE COUNTY,0.00,0.00,0.00,300.00,50.00,585.00,100.00,0.00,,1
42038,TOWN OF SHELDON - MONROE COUNTY,43.27,0.00,0.00,0.00,275.00,450.00,0.00,768.27,,1
42040,TOWN OF SPARTA - MONROE COUNTY,269.97,0.00,42.70,500.00,0.00,"1,182.00",0.00,0.00,,1
42042,TOWN OF TOMAH - MONROE COUNTY,18.98,0.00,22.40,0.00,0.00,794.05,0.00,0.00,,1
42044,TOWN OF WELLINGTON - MONROE COUNTY,68.00,0.00,0.00,360.00,0.00,883.00,0.00,300.00,WisVote Fees,1
42046,TOWN OF WELLS - MONROE COUNTY,65.94,300.00,0.00,0.00,0.00,625.00,0.00,250.00,Inspector Training,1
42048,TOWN OF WILTON - MONROE COUNTY,98.78,149.18,44.18,110.78,160.00,525.00,0.00,350.00,Maintain 2016 Elections in the WisVote System - County Clerk,1
42111,VILLAGE OF CASHTON - MONROE COUNTY,33.64,0.00,0.00,377.66,0.00,491.00,0.00,0.00,,1
42141,VILLAGE OF KENDALL - MONROE COUNTY,219.00,30.00,4.00,64.00,58.00,381.00,308.00,0.00,,1
42151,VILLAGE OF MELVINA - MONROE COUNTY,33.64,0.00,0.00,30.43,0.00,484.00,0.00,0.00,,1
42161,VILLAGE OF NORWALK - MONROE COUNTY,88.27,84.00,10.00,100.00,0.00,418.33,0.00,0.00,,1
42165,VILLAGE OF OAKDALE - MONROE COUNTY,20.00,12.50,0.98,200.00,0.00,794.00,320.00,106.32,"Mileage reimbursement to county and school for ballots, 2 trips",1
42185,VILLAGE OF WARRENS - MONROE COUNTY,23.22,15.54,20.00,27.66,50.00,480.00,382.06,0.00,,1
42191,VILLAGE OF WILTON - MONROE COUNTY,426.36,40.00,6.86,30.43,48.60,372.01,0.00,0.00,,1
42192,VILLAGE OF WYEVILLE - MONROE COUNTY,23.00,23.66,0.00,27.66,0.00,538.00,0.00,0.00,,1
42281,CITY OF SPARTA - MONROE COUNTY,"1,160.82",374.23,194.65,726.32,40.00,"2,636.32",0.00,102.71,"Table, Election Members",1
42286,CITY OF TOMAH - MONROE COUNTY,842.99,"1,173.69",789.00,"1,000.00",150.00,"4,093.00",316.00,100.00,"Coffee, water, rolls for workers and misc office supplies.",1
43002,TOWN OF ABRAMS - OCONTO COUNTY,33.00,335.00,21.00,80.00,55.00,986.00,0.00,0.00,,1
43006,TOWN OF BAGLEY - OCONTO COUNTY,63.17,0.00,0.00,37.50,0.00,665.37,0.00,0.00,,1
43008,TOWN OF BRAZEAU - OCONTO COUNTY,355.62,124.20,47.95,284.59,0.00,862.11,204.34,0.00,,1
43010,TOWN OF BREED - OCONTO COUNTY,32.47,125.00,0.00,225.00,0.00,550.00,0.00,0.00,,1
43012,TOWN OF CHASE - OCONTO COUNTY,87.17,50.00,178.80,425.00,122.80,"1,645.00",0.00,124.88,"Eagle/Edge ballot paper & pens, election worker supplies",1
43014,TOWN OF DOTY - OCONTO COUNTY,32.47,0.00,27.00,0.00,0.00,512.00,0.00,80.00,$80.00 for training time.,1
43018,TOWN OF HOW - OCONTO COUNTY,32.47,0.00,14.51,550.00,30.00,348.00,24.00,41.76,Mileage to and from courthouse.,1
43019,TOWN OF LAKEWOOD - OCONTO COUNTY,32.47,0.00,75.38,17.00,63.99,"1,067.08","1,427.20",129.60,,1
43020,TOWN OF LENA - OCONTO COUNTY,63.17,0.00,37.99,15.00,25.00,411.75,0.00,0.00,,1
43022,TOWN OF LITTLE RIVER - OCONTO COUNTY,32.47,0.00,17.50,0.00,75.00,875.00,0.00,0.00,,1
43024,TOWN OF LITTLE SUAMICO - OCONTO COUNTY,99.52,365.71,350.00,"1,222.09",325.00,"2,766.00",95.00,0.00,,1
43028,TOWN OF MORGAN - OCONTO COUNTY,47.47,0.00,57.00,0.00,0.00,875.00,0.00,424.00,"Mileage, paper/ribbon eagle and edge, pollworker training.",1
43029,TOWN OF MOUNTAIN - OCONTO COUNTY,32.47,0.00,46.25,67.00,0.00,596.00,440.00,0.00,,1
43030,TOWN OF OCONTO - OCONTO COUNTY,68.47,0.00,0.00,0.00,0.00,842.00,0.00,0.00,,1
43034,TOWN OF PENSAUKEE - OCONTO COUNTY,63.17,0.00,6.86,8.13,51.45,"1,127.50",8.25,0.00,,1
43036,TOWN OF RIVERVIEW - OCONTO COUNTY,32.47,0.00,35.00,0.00,0.00,550.00,0.00,0.00,,1
43038,TOWN OF SPRUCE - OCONTO COUNTY,19.94,63.17,0.00,0.00,183.13,553.50,0.00,80.23,Ink for voting machine and mileage to deliver results to county and 4 schools.,1
43040,TOWN OF STILES - OCONTO COUNTY,32.47,0.00,7.20,20.00,0.00,584.00,0.00,172.40,Training of poll workers.,1
43042,TOWN OF TOWNSEND - OCONTO COUNTY,32.47,0.00,38.22,49.87,0.00,789.14,97.40,0.00,,1
43044,TOWN OF UNDERHILL - OCONTO COUNTY,32.47,0.00,50.00,0.00,0.00,"1,007.25",65.60,0.00,,1
43146,VILLAGE OF LENA - OCONTO COUNTY,85.52,97.20,19.50,149.59,76.00,411.28,0.00,63.00,,1
43181,VILLAGE OF SURING - OCONTO COUNTY,144.17,504.29,5.00,35.00,0.00,522.00,468.50,35.00,mileage to deliver ballots to courthouse,1
43231,CITY OF GILLETT - OCONTO COUNTY,144.17,992.60,150.00,0.00,26.00,"1,092.00",0.00,0.00,,1
43265,CITY OF OCONTO - OCONTO COUNTY,43.25,0.00,120.00,0.00,75.00,875.00,65.00,50.00,"Paper rolls for voting equipment, security seals, ""I Voted"" stickers",1
43266,CITY OF OCONTO FALLS - OCONTO COUNTY,104.52,234.46,51.75,842.09,354.25,"1,189.88",0.00,48.30,$16.20 / Mileage to deliver election materials to County and School District. $32.10 / Food for Election Workers.              ,1
44002,TOWN OF CASSIAN - ONEIDA COUNTY,0.00,0.00,20.00,0.00,0.00,456.75,0.00,0.00,,1
44004,TOWN OF CRESCENT - ONEIDA COUNTY,0.00,0.00,57.94,0.00,10.00,909.00,16.00,0.00,,1
44006,TOWN OF ENTERPRISE - ONEIDA COUNTY,0.00,0.00,0.00,0.00,0.00,562.50,0.00,0.00,,1
44008,TOWN OF HAZELHURST - ONEIDA COUNTY,0.00,0.00,53.75,0.00,0.00,688.00,0.00,0.00,,1
44010,TOWN OF LAKE TOMAHAWK - ONEIDA COUNTY,3.62,0.00,0.00,0.00,0.00,"1,613.84",0.00,0.00,,1
44012,TOWN OF LITTLE RICE - ONEIDA COUNTY,168.70,0.00,26.07,260.00,0.00,"1,102.84",0.00,0.00,,1
44014,TOWN OF LYNNE - ONEIDA COUNTY,75.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,,1
44016,TOWN OF MINOCQUA - ONEIDA COUNTY,120.00,0.00,420.00,60.00,0.00,"1,337.00",32.00,0.00,,1
44018,TOWN OF MONICO - ONEIDA COUNTY,5.00,0.00,3.00,275.00,10.00,486.00,0.00,0.00,,1
44020,TOWN OF NEWBOLD - ONEIDA COUNTY,0.00,0.00,20.00,350.00,0.00,780.00,0.00,110.00,food,1
44022,TOWN OF NOKOMIS - ONEIDA COUNTY,35.00,0.00,20.00,0.00,52.00,906.00,0.00,166.00,food,1
44024,TOWN OF PELICAN - ONEIDA COUNTY,0.00,0.00,73.26,25.00,50.00,"2,782.50",0.00,0.00,,1
44026,TOWN OF PIEHL - ONEIDA COUNTY,0.00,0.00,0.00,100.00,0.00,390.00,0.00,0.00,,1
44028,TOWN OF PINE LAKE - ONEIDA COUNTY,156.40,24.86,634.72,160.69,243.19,"1,194.00",691.06,350.56,"Setting up candidates in WisVote, Entering EDR's, recording votes, finalizing election in WisVote.  Following up on EDR postcards and reporting.",1
44030,TOWN OF SCHOEPKE - ONEIDA COUNTY,0.00,0.00,1.00,0.00,42.50,530.00,0.00,108.00,Reimbursement for mileage. For the Town Clerk for picking up and returning election materials to county clerk's office and posting notices of election & public testing of voting machine.,1
44032,TOWN OF STELLA - ONEIDA COUNTY,0.00,0.00,0.00,0.00,0.00,"1,112.00",0.00,0.00,,1
44034,TOWN OF SUGAR CAMP - ONEIDA COUNTY,0.00,0.00,142.00,0.00,0.00,760.00,0.00,112.00,FOOD,1
44036,TOWN OF THREE LAKES - ONEIDA COUNTY,"1,475.32",30.00,218.42,162.50,47.20,"1,079.76",224.39,0.00,,1
44038,TOWN OF WOODBORO - ONEIDA COUNTY,0.00,0.00,11.76,0.00,0.00,744.29,0.00,0.00,,1
44040,TOWN OF WOODRUFF - ONEIDA COUNTY,0.00,0.00,170.00,0.00,64.33,"1,377.99",554.00,0.00,,1
44276,CITY OF RHINELANDER - ONEIDA COUNTY,100.00,0.00,300.00,75.00,40.00,"4,200.00",100.00,0.00,,1
45002,TOWN OF BLACK CREEK - OUTAGAMIE COUNTY,49.00,34.00,9.00,186.00,165.00,"1,985.00",0.00,0.00,,1
45004,TOWN OF BOVINA - OUTAGAMIE COUNTY,108.59,0.00,27.60,178.91,97.50,"1,606.89",21.00,0.00,,1
45006,TOWN OF BUCHANAN - OUTAGAMIE COUNTY,380.00,"1,000.00",300.00,"1,000.00",150.00,"2,972.50",40.00,0.00,,1
45008,TOWN OF CENTER - OUTAGAMIE COUNTY,7.00,129.00,84.00,231.00,76.00,"1,600.00",0.00,175.00,WisVote Data Entry,1
45010,TOWN OF CICERO - OUTAGAMIE COUNTY,48.00,15.00,9.00,50.00,25.00,"2,248.00","2,000.00",0.00,,1
45012,TOWN OF DALE - OUTAGAMIE COUNTY,68.61,34.62,26.98,0.00,88.20,"2,405.13",150.00,176.40,WisVote Services,1
45014,TOWN OF DEER CREEK - OUTAGAMIE COUNTY,0.00,0.00,10.00,48.00,60.00,648.00,0.00,647.00,Training - $472; Mileage - $178.00,1
45016,TOWN OF ELLINGTON - OUTAGAMIE COUNTY,21.92,40.00,32.58,137.50,400.20,"1,970.00",360.00,0.00,,1
45018,TOWN OF FREEDOM - OUTAGAMIE COUNTY,14.61,124.24,73.08,568.43,561.30,"3,544.40","1,261.22",0.00,,1
45020,TOWN OF GRAND CHUTE - OUTAGAMIE COUNTY,150.00,100.00,945.00,300.00,500.00,"11,500.00","2,500.00",0.00,,1
45022,TOWN OF GREENVILLE - OUTAGAMIE COUNTY,96.90,195.63,168.00,272.40,130.00,"5,345.00","6,000.00",160.00,,1
45024,TOWN OF HORTONIA - OUTAGAMIE COUNTY,35.00,0.00,50.00,150.00,45.00,100.00,40.00,0.00,,1
45026,TOWN OF KAUKAUNA - OUTAGAMIE COUNTY,21.92,8.00,15.00,0.00,83.88,"1,834.00",0.00,101.62,County Fees,1
45028,TOWN OF LIBERTY - OUTAGAMIE COUNTY,77.92,0.00,100.28,0.00,0.00,883.18,0.00,85.61,Outagamie County Coding - $23.11; Outagamie County WisVote Services - $62.50,1
