HINDI,County,Municipality,Reporting Unit,Registrants,Late Registrants,Election Day Registrants,Total Ballots,Total Voters,Paper Ballots,Optical Scan Ballots,DRE,Auto-Mark,Ballots Counted At,Total Election Inspectors,Split Shifts?,Difficulty Obtaining?,16-17,18-25,26-40,41-60,61-70,71+,Polling Place Name,Shared?,Provisional - No DL,Provisional - No POR,Counted,Rejected,Absentee Issued,Absentee In-Person,Absentee Not Returned,Absentee Undeliverable,Received By Election Day,Received By Friday,Absentee Counted,Absentee Rejected,Abssentee Late,FWAB Received,FWAB Counted,FWAB Rejected,FWAB Late,Military Issued,Military Unreturned,Military Undeliverable,Military By Election Day,Military By Friday,Military Counted,Military Rejected,Military Late,Overseas Issued,Overseas Unreturned,Overseas Undeliverable,Overseas By Election Day,Overseas By Friday,Overseas Counted,Overseas Rejected,Overseas Late
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 75,392,0,37,234,235,0,234,0,0,Polling Place with Central Count Absentee,15,Yes,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,17,16,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 76,485,8,32,303,302,0,303,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,37,31,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 77,889,6,81,537,537,0,537,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,51,39,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 78,845,9,62,488,490,0,488,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,49,31,4,0,45,0,45,0,0,0,0,0,0,4,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 79,861,7,65,465,468,0,465,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,48,42,0,1,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 81,313,4,29,210,211,0,210,0,0,Polling Place with Central Count Absentee,10,No,2 Somewhat difficult,0,1,2,3,3,1,ST. JOHN'S CHURCH,Yes,0,0,0,0,35,24,2,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 82,212,0,20,128,129,0,128,0,0,Polling Place with Central Count Absentee,16,No,2 Somewhat difficult,2,0,1,3,3,7,KENOSHA TRANSIT FACILITY,Yes,0,0,0,0,13,6,1,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 83,0,0,0,0,0,0,0,0,0,Polling Place with Central Count Absentee,16,No,2 Somewhat difficult,2,0,1,3,3,7,KENOSHA TRANSIT FACILITY,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 84,362,2,32,215,215,0,215,0,0,Polling Place with Central Count Absentee,12,No,2 Somewhat difficult,2,0,2,0,5,3,CURTIS STRANGE SCHOOL,Yes,0,0,0,0,22,15,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 85,43,0,6,29,29,0,29,0,0,Polling Place with Central Count Absentee,12,No,2 Somewhat difficult,2,0,2,0,5,3,CURTIS STRANGE SCHOOL,Yes,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 86,239,0,25,149,148,0,149,0,0,Polling Place with Central Count Absentee,10,No,2 Somewhat difficult,0,0,1,1,5,3,FOREST PARK ELEMENTARY,Yes,0,0,0,0,24,14,0,0,24,0,24,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 87,490,6,30,343,343,1,342,0,0,Polling Place with Central Count Absentee,10,No,2 Somewhat difficult,0,0,1,1,5,3,CURTIS STRANGE SCHOOL,Yes,0,0,0,0,56,46,0,1,54,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 88,0,0,0,1,0,0,1,0,0,Polling Place with Central Count Absentee,10,No,2 Somewhat difficult,0,0,1,3,5,1,NORTH SHORE BANK,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 89,1,0,0,0,0,0,0,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 90,7,0,0,0,0,0,0,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 91,2,0,0,0,0,0,0,0,0,Polling Place with Central Count Absentee,15,No,2 Somewhat difficult,0,3,0,6,5,1,JOURNEY CHURCH,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30241,KENOSHA COUNTY,CITY OF KENOSHA,Ward 92,0,0,0,0,0,0,0,0,0,Polling Place with Central Count Absentee,11,No,2 Somewhat difficult,0,0,1,4,3,3,MESSIAH LUTHERAN CHURCH,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31002,KEWAUNEE COUNTY,TOWN OF AHNAPEE,Ward 1,551,0,26,378,378,0,259,119,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,1,2,2,Ahnapee Town Hall,No,0,0,0,0,17,0,0,0,17,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31004,KEWAUNEE COUNTY,TOWN OF CARLTON,Ward 1-2,646,0,27,475,475,0,349,126,0,Polling Place,3,No,5 Very easy,0,0,0,1,2,0,Town of Carlton,No,0,0,0,0,16,12,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31006,KEWAUNEE COUNTY,TOWN OF CASCO,Ward 1-3,718,0,37,504,504,0,488,16,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,1,1,1,Town of Casco,No,0,0,0,0,13,4,0,0,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31008,KEWAUNEE COUNTY,TOWN OF FRANKLIN,Ward 1,623,0,27,434,434,0,270,164,0,Polling Place,6,No,5 Very easy,0,0,2,0,4,0,Franklin Town Hall,No,0,0,0,0,10,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31010,KEWAUNEE COUNTY,TOWN OF LINCOLN,Ward 1,548,0,24,361,361,16,345,0,0,Polling Place,3,No,1 Very difficult,0,0,0,0,3,0,Lincoln Town Hall,No,0,0,0,0,7,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31012,KEWAUNEE COUNTY,TOWN OF LUXEMBURG,Ward 1-3,936,0,34,613,613,0,308,305,0,Polling Place,5,No,5 Very easy,0,0,0,0,1,4,Town of Luxemburg,No,0,0,0,0,7,0,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31014,KEWAUNEE COUNTY,TOWN OF MONTPELIER,Ward 1-3,849,2,41,626,626,20,434,172,0,Polling Place,8,Yes,3 Neither difficult nor easy,0,0,0,2,3,3,Montpelier Town Hall,No,0,0,0,0,17,1,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31016,KEWAUNEE COUNTY,TOWN OF PIERCE,Ward 1-2,518,0,16,363,363,0,233,130,0,Polling Place,4,No,5 Very easy,0,1,0,0,2,1,Pierce Town Hall,No,0,0,0,0,11,1,0,0,11,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31018,KEWAUNEE COUNTY,TOWN OF RED RIVER,Ward 1-3,905,0,52,595,595,69,269,257,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,1,2,0,Red River Town Hall,No,0,0,0,0,26,20,0,0,26,0,26,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
31020,KEWAUNEE COUNTY,TOWN OF WEST KEWAUNEE,Ward 1-2,813,0,22,612,612,0,332,280,0,Polling Place,5,No,5 Very easy,0,0,0,1,4,0,West Kewaunee Town Hall,No,0,0,0,0,26,10,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31111,KEWAUNEE COUNTY,VILLAGE OF CASCO,Ward 1,297,0,24,217,217,0,119,98,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,0,0,3,Village of Casco Meeting,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31146,KEWAUNEE COUNTY,VILLAGE OF LUXEMBURG,Ward 1-5,1439,19,110,880,880,114,536,230,0,Polling Place,2,Yes,2 Somewhat difficult,0,0,0,0,2,0,Luxemburg Village Hall,No,0,0,1,0,43,33,0,0,43,0,43,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31201,KEWAUNEE COUNTY,CITY OF ALGOMA,Ward 1-6,1752,14,135,1217,1217,27,637,553,0,Polling Place,14,Yes,3 Neither difficult nor easy,0,0,0,1,5,8,Algoma City Hall,No,0,0,0,0,172,103,1,0,167,4,171,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31241,KEWAUNEE COUNTY,CITY OF KEWAUNEE,Ward 1-5,1636,6,110,1203,1203,0,607,595,0,Polling Place,7,Yes,4 Somewhat easy,1,0,1,0,3,3,Kewaunee City Hall,No,0,0,0,0,143,73,2,0,140,2,142,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32002,LA CROSSE COUNTY,TOWN OF BANGOR,Ward 1,345,4,21,250,250,250,0,0,0,Polling Place,4,Yes,1 Very difficult,0,0,0,2,0,2,Town of Bangor,No,0,0,0,0,6,3,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32004,LA CROSSE COUNTY,TOWN OF BARRE,Ward 1-2,785,0,70,530,530,0,530,0,0,Polling Place,9,Yes,2 Somewhat difficult,0,0,0,0,6,3,Town Hall,No,0,0,0,0,27,8,1,0,0,1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0
32006,LA CROSSE COUNTY,TOWN OF BURNS,Ward 1,623,0,19,357,357,0,357,0,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,1,4,0,Burns Town Hall,No,0,0,0,0,11,5,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32008,LA CROSSE COUNTY,TOWN OF CAMPBELL,Ward 1-6,2821,41,150,1567,1567,0,1567,0,0,Polling Place,8,Yes,5 Very easy,0,0,0,2,4,2,Town Hall,No,0,0,0,0,249,215,3,0,246,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32010,LA CROSSE COUNTY,TOWN OF FARMINGTON,Ward 1-2,1184,0,69,699,699,0,699,0,0,Polling Place,9,Yes,5 Very easy,0,0,0,1,3,5,Farmington town Hall,No,0,0,0,0,15,8,1,0,14,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0
32012,LA CROSSE COUNTY,TOWN OF GREENFIELD,Ward 1-2,1268,8,70,831,831,0,831,0,0,Polling Place,11,Yes,1 Very difficult,0,0,0,1,7,3,Town of Greenfield,No,0,0,0,0,47,26,0,0,46,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32014,LA CROSSE COUNTY,TOWN OF HAMILTON,Ward 1-5,1649,6,73,1074,1074,0,1074,0,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,3,4,3,Hamilton Town Hall,No,0,0,0,0,40,28,1,0,38,1,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32016,LA CROSSE COUNTY,TOWN OF HOLLAND,Wards 1-6,2529,14,152,1621,1621,0,1621,0,0,Polling Place,17,Yes,4 Somewhat easy,0,0,3,5,8,1,Holland Town Hall,No,0,0,0,0,109,82,2,0,106,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32018,LA CROSSE COUNTY,TOWN OF MEDARY,Ward 1-2,1090,0,59,729,729,0,729,0,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,0,6,0,Medary Town Hall,No,0,0,0,0,64,32,2,0,29,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32020,LA CROSSE COUNTY,TOWN OF ONALASKA,Ward 1-8,3781,35,173,2301,2301,0,2301,0,0,Polling Place,12,Yes,1 Very difficult,0,0,1,1,8,2,town hall,No,0,0,0,0,373,319,2,1,367,3,3,0,1,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1
32022,LA CROSSE COUNTY,TOWN OF SHELBY,Wards 1-6,3275,23,174,2264,2264,0,2264,0,0,Polling Place,17,Yes,3 Neither difficult nor easy,0,0,0,7,10,1,Annex,Yes,0,0,0,0,272,204,1,0,269,2,271,1,1,1,1,0,0,6,2,0,3,0,3,0,1,1,0,0,1,0,1,0,0
32024,LA CROSSE COUNTY,TOWN OF WASHINGTON,Ward 1,343,0,19,246,246,0,246,0,0,Polling Place,6,Yes,1 Very difficult,0,0,0,4,2,0,Town of Washington,No,0,0,0,0,5,3,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32106,LA CROSSE COUNTY,VILLAGE OF BANGOR,Wards 1-2,852,1,8,525,525,0,525,0,0,Polling Place,3,Yes,1 Very difficult,1,0,1,0,1,1,Village Hall/Comm. Center,No,0,0,0,0,19,8,0,0,0,0,19,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32136,LA CROSSE COUNTY,VILLAGE OF HOLMEN,Wards 1-11,5211,78,372,2907,2907,0,2907,0,0,Polling Place,26,Yes,4 Somewhat easy,0,1,1,0,11,13,Village Hall,No,0,0,0,0,442,370,9,0,437,1,438,1,1,0,0,0,0,5,2,0,3,0,3,0,0,1,0,0,1,0,1,0,0
32176,LA CROSSE COUNTY,VILLAGE OF ROCKLAND,Ward 1,329,0,19,203,203,0,203,0,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,1,1,2,1,1,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32191,LA CROSSE COUNTY,VILLAGE OF WEST SALEM,Wards 1-6,2929,44,217,1970,1969,0,1970,0,0,Polling Place,18,Yes,2 Somewhat difficult,0,0,0,1,16,1,Community Center,No,0,0,0,0,260,217,3,1,256,1,256,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 18,535,2,89,315,315,0,315,0,0,Polling Place,13,No,1 Very difficult,1,0,1,1,8,2,St Paul's Luth Church,Yes,0,0,0,0,34,26,0,0,33,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 19,520,10,68,321,319,0,321,0,0,Polling Place,11,No,1 Very difficult,0,0,0,4,4,3,Hogan Admin Center,Yes,0,0,0,0,28,18,0,1,26,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 20,866,7,57,559,559,0,559,0,2,Polling Place,11,No,1 Very difficult,0,0,0,2,6,3,So. Commun. Library,Yes,0,0,0,0,61,44,2,0,59,0,59,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 21,2077,30,181,1456,1458,0,1456,0,0,Polling Place,11,No,1 Very difficult,0,0,0,4,4,3,Hogan Admin. Ctr.,Yes,1,0,0,1,216,162,6,2,207,1,208,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 22,1410,21,115,837,838,0,838,0,0,Polling Place,9,No,1 Very difficult,0,1,0,3,4,1,Altra Credit Union,Yes,0,0,0,0,163,74,2,3,151,5,155,1,2,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 23,507,7,48,300,300,0,300,0,0,Polling Place,11,No,1 Very difficult,0,0,0,2,6,3,So. Commun. Library,Yes,0,0,0,0,24,19,1,0,23,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 24,1195,15,100,808,809,0,808,0,2,Polling Place,11,No,1 Very difficult,0,0,0,2,6,3,So. Commun. Library,Yes,0,0,0,0,94,64,4,0,89,1,90,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 25,839,9,47,530,530,0,530,0,0,Polling Place,9,No,1 Very difficult,0,0,1,2,4,2,Spence School,Yes,0,0,0,0,119,46,3,0,115,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 26,1702,31,138,1045,1046,0,1045,0,0,Polling Place,9,No,1 Very difficult,0,0,1,2,4,2,Spence School,Yes,0,0,0,0,161,103,3,0,155,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 27,841,10,112,530,530,0,530,0,0,Central Count,9,No,1 Very difficult,0,1,0,3,4,1,Altra Credit Union,Yes,0,0,0,0,100,34,2,0,98,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 28,672,6,52,429,430,0,429,0,0,Polling Place,9,No,1 Very difficult,0,0,0,2,4,3,Good Shepherd Church,Yes,0,0,0,0,73,29,2,0,69,2,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 29,1776,24,104,1093,1093,0,1093,0,1,Polling Place,9,No,1 Very difficult,0,0,0,2,4,3,Good Shepherd Church,Yes,0,0,0,0,211,154,5,0,206,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 1,1788,20,164,1100,1100,0,1100,0,2,Polling Place,9,No,1 Very difficult,0,0,0,2,5,2,Black River Beach Neigh C,Yes,0,0,0,0,122,84,1,1,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 2,481,2,28,265,265,0,265,0,0,Polling Place,9,No,1 Very difficult,0,0,0,2,5,2,Black Riv Beach Neigh Ctr,Yes,0,0,0,0,37,22,1,0,37,0,37,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 3,1118,13,90,625,625,0,625,0,0,Polling Place,9,No,1 Very difficult,1,0,0,2,4,2,Harry Olson Sen Cit Ctr,Yes,1,0,1,0,58,43,2,1,55,2,57,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 4,516,9,56,254,254,0,254,0,0,Polling Place,9,No,1 Very difficult,2,0,0,2,3,2,Myrick Park Center,Yes,0,0,0,0,37,18,0,0,35,0,35,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 5,806,9,88,416,416,0,416,0,0,Polling Place,9,No,1 Very difficult,1,0,0,2,4,2,Harry Olson Sen Cit Ctr,Yes,0,0,0,0,46,29,1,1,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 6,1443,36,372,843,844,0,843,0,0,Polling Place with Central Count Absentee,9,No,1 Very difficult,2,0,0,2,3,2,Myrick Park Center,Yes,1,0,0,1,80,64,2,0,75,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 7,1930,66,541,1019,1019,0,1019,0,0,Polling Place,9,No,1 Very difficult,0,2,0,3,2,2,Main Library,Yes,1,0,0,1,132,108,1,0,130,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 8,2962,72,1173,1830,1817,0,1830,0,0,Polling Place,11,No,1 Very difficult,1,0,1,3,4,2,UWL Rec Ctr,Yes,0,0,0,0,117,82,4,0,111,1,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 30,0,0,0,0,0,0,0,0,0,Polling Place,0,No,1 Very difficult,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 31,0,0,0,0,0,0,0,0,0,Polling Place,0,No,1 Very difficult,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 32,0,0,0,0,0,0,0,0,0,Polling Place,0,No,1 Very difficult,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 33,0,0,0,0,0,0,0,0,0,Polling Place,0,No,1 Very difficult,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 34,0,0,0,0,0,0,0,0,0,Polling Place,0,No,1 Very difficult,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 9,2379,25,247,1654,1653,0,1654,0,0,Polling Place,11,No,1 Very difficult,1,1,0,2,4,3,English Luth Church,Yes,1,0,0,1,275,201,8,2,262,4,266,0,4,0,0,0,0,3,2,0,1,0,1,0,0,2,1,0,0,0,0,0,1
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 10,549,18,157,274,274,0,274,0,0,Polling Place,9,No,1 Very difficult,0,2,0,3,2,2,Main Library,Yes,0,0,0,0,26,20,1,0,23,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 11,550,17,176,266,279,0,266,0,0,Polling Place with Central Count Absentee,11,No,1 Very difficult,1,0,1,3,4,2,UWL Rec Ctr,Yes,1,0,0,1,28,28,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 12,614,20,158,387,389,0,387,0,0,Polling Place,11,No,1 Very difficult,1,1,0,2,4,3,English Luth Church,Yes,1,0,0,1,67,42,1,2,63,0,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 13,474,16,85,308,308,0,308,0,1,Polling Place,13,No,1 Very difficult,1,0,1,1,8,2,St Paul's Luth Church,Yes,1,0,0,1,37,29,0,0,36,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 14,901,11,148,440,0,440,0,0,0,Polling Place,7,No,1 Very difficult,0,1,0,1,5,0,South Neighbor Ctr,Yes,0,0,0,0,52,27,4,0,46,1,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 15,687,15,174,436,436,0,436,0,0,Polling Place,13,No,1 Very difficult,1,0,1,1,8,2,St Pauls Luth Church,Yes,6,0,1,5,54,26,1,0,50,2,52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32246,LA CROSSE COUNTY,CITY OF LA CROSSE,Ward 16,1053,23,138,560,560,0,560,0,0,Polling Place,7,No,1 Very difficult,0,1,0,1,5,0,South Neigh Ctr,Yes,1,0,0,1,142,40,4,2,134,1,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
