HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes
37012,TOWN OF CASSEL - MARATHON COUNTY,$69.50,$0.00,$55.00,$18.00,$50.00,$586.25,$0.00,$352.30,RELIER / WISVOTE = $352.30 MILEAGE & VOTER STICKERS = $89.78
37014,TOWN OF CLEVELAND - MARATHON COUNTY,$16.00,$0.00,$21.60,$0.00,$50.00,"$1,000.00",$0.00,$507.65,RELIER / WISVOTE = $507.65
37016,TOWN OF DAY - MARATHON COUNTY,$60.25,$0.00,$22.88,$140.00,$50.00,"$2,272.73",$102.50,$0.00,
37018,TOWN OF EASTON - MARATHON COUNTY,$57.50,$0.00,$48.00,$0.00,$50.00,"$1,539.00",$0.00,$459.55,RELIER / WISVOTE = $459.55
37020,TOWN OF EAU PLEINE - MARATHON COUNTY,$132.00,$0.00,$40.00,$0.00,$908.35,$710.00,$0.00,$255.45,RELIER / WISVOTE = 255.45
37022,TOWN OF ELDERON - MARATHON COUNTY,$17.75,$0.00,$6.00,$0.00,$50.00,$500.00,$0.00,$226.20,RELIER / WISVOTE = $226.20
37024,TOWN OF EMMET - MARATHON COUNTY,$50.00,$0.00,$35.00,$0.00,$50.00,"$1,093.00",$0.00,$343.20,RELIER / WISVOTE = $343.20
37026,TOWN OF FRANKFORT - MARATHON COUNTY,$33.75,$0.00,$10.21,$0.00,$50.00,$925.00,$0.00,$234.60,RELIER / WISVOTE = 197.60  FOOD FOR WORKERS = $37.00
37028,TOWN OF FRANZEN - MARATHON COUNTY,$17.75,$13.60,$0.00,$50.00,$574.00,$0.00,$0.00,$196.95,RELIER & WISVOTE = $196.95
37030,TOWN OF GREEN VALLEY - MARATHON COUNTY,$20.00,$0.00,$25.00,$30.00,$100.00,$500.00,$0.00,$0.00,
37032,TOWN OF GUENTHER - MARATHON COUNTY,$28.00,$0.00,$16.50,$80.00,$100.00,$600.00,$0.00,$264.75,RELIER / WISVOTE = $139.75 TOILET RENTAL =  $125.00
37034,TOWN OF HALSEY - MARATHON COUNTY,$16.00,$0.00,$32.92,$0.00,$50.00,$890.99,$0.00,$172.90,RELIER / WISVOTE = $172.90
37036,TOWN OF HAMBURG - MARATHON COUNTY,$69.50,$0.00,$15.93,$0.00,$50.00,$457.50,$15.00,$770.43,POSTAGE & WAGES = $485.73 RELIER / WISVOTE = $284.70
37038,TOWN OF HARRISON - MARATHON COUNTY,$35.08,$0.00,$29.37,$15.00,$65.00,$362.00,$129.00,$118.95,RELIER / WIS VOTE = $118.95
37040,TOWN OF HEWITT - MARATHON COUNTY,$57.50,$0.00,$24.67,$0.00,$50.00,$823.00,$0.00,$225.55,
37042,TOWN OF HOLTON - MARATHON COUNTY,$21.75,$0.00,$21.95,$0.00,$50.00,$841.46,$0.00,$261.95,RELIER / WISVOTE = $261.95
37044,TOWN OF HULL - MARATHON COUNTY,$21.75,$0.00,$24.75,$0.00,$50.00,$533.00,$0.00,$204.10,RELIER & WISVOTE = $204.10
37046,TOWN OF JOHNSON - MARATHON COUNTY,$4.00,$0.00,$6.50,$0.00,$50.00,$560.00,$64.00,$0.00,
37048,TOWN OF KNOWLTON - MARATHON COUNTY,$28.00,$0.00,$23.00,$0.00,$50.00,$999.16,$0.00,$0.00,
37054,TOWN OF MARATHON - MARATHON COUNTY,$70.40,$0.00,$43.59,$13.00,$70.00,$551.06,$0.00,$392.60,RELIER / WISVOTE = $392.60
37056,TOWN OF MCMILLAN - MARATHON COUNTY,$79.90,$0.00,$95.08,$109.50,$50.00,"$1,585.10",$0.00,$0.00,
37058,TOWN OF MOSINEE - MARATHON COUNTY,$50.00,$50.00,$50.00,$150.00,$0.00,"$1,800.00",$0.00,$0.00,
37060,TOWN OF NORRIE - MARATHON COUNTY,$71.25,$0.00,$46.50,$0.00,$62.00,$800.00,$0.00,$347.10,RELIER & WISVOTE = $347.10
37062,TOWN OF PLOVER - MARATHON COUNTY,$127.75,$0.00,$14.48,$0.00,$50.00,$632.40,$0.00,$228.80,RELIERS / WISVOTE = $228.80
37064,TOWN OF REID - MARATHON COUNTY,$71.25,$0.00,$33.00,$0.00,$50.00,$859.00,$0.00,$447.85,RELIER / WISVOTE = $447.85
37066,TOWN OF RIB FALLS - MARATHON COUNTY,$19.00,$0.00,$13.00,$89.00,$93.00,$786.00,$0.00,$0.00,
37068,TOWN OF RIB MOUNTAIN - MARATHON COUNTY,$57.50,$0.00,$199.18,$0.00,$50.00,"$7,134.65",$0.00,$109.20,Food for poll workers who worked all day.
37070,TOWN OF RIETBROCK - MARATHON COUNTY,$16.00,$0.00,$40.64,$0.00,$50.00,$400.20,$0.00,$601.05,RELIER / WISVOTE = $316.55 HOURS / MILEAGE = $284.50
37072,TOWN OF RINGLE - MARATHON COUNTY,$57.50,$0.00,$109.72,$25.00,$80.00,$500.00,$50.00,$700.55,RELIER-WISVOTE= $680.55 UTILITY COSTS=   $20.00
37074,TOWN OF SPENCER - MARATHON COUNTY,$60.25,$0.00,$27.92,$90.00,$90.00,$922.97,$0.00,$523.25,RELIER / WISVOTE = $523.25
37076,TOWN OF STETTIN - MARATHON COUNTY,$65.00,$0.00,$275.00,$0.00,$200.00,"$1,750.00",$0.00,$0.00,
37078,TOWN OF TEXAS - MARATHON COUNTY,$57.50,$0.00,$85.10,$12.00,$65.00,$825.02,$0.00,$50.00,"printing 2 sets poll books  $25.00  Other copies-Voter Registration, Supplementary pages, Various copies and postings    $25.00"
37080,TOWN OF WAUSAU - MARATHON COUNTY,$57.50,$0.00,$102.00,$0.00,$80.00,"$1,406.50",$0.00,$851.50,RELIER / WISVOTE = $851.50
37082,TOWN OF WESTON - MARATHON COUNTY,$57.50,$0.00,$21.90,$0.00,$50.00,$866.34,$0.00,$219.70,RELIER / WISVOTE = $219.70
37084,TOWN OF WIEN - MARATHON COUNTY,$16.00,$0.00,$14.68,$0.00,$129.92,$561.69,$0.00,$298.34,RELIER / WISVOTE = $271.70 MILEAGE = $26.64
37102,VILLAGE OF ATHENS - MARATHON COUNTY,$16.00,$0.00,$51.33,$0.00,$50.00,$471.50,$92.00,$0.00,
37106,VILLAGE OF BROKAW - MARATHON COUNTY,$57.50,$0.00,$14.76,$0.00,$50.00,$421.59,$0.00,$89.70,RELIER / WISVOTE =  $89.70
37121,VILLAGE OF EDGAR - MARATHON COUNTY,$16.00,$0.00,$23.00,$15.00,$50.00,$605.50,$0.00,$0.00,
37122,VILLAGE OF ELDERON - MARATHON COUNTY,$17.75,$0.00,$1.40,$50.00,$125.00,$312.00,$50.00,$61.10,RELIER / WISVOTE   =  $61.10
37126,VILLAGE OF FENWOOD - MARATHON COUNTY,$201.00,$22.75,$0.00,$50.00,$470.00,$0.00,$0.00,$53.30,RELIER / WISVOTE = $53.30
37136,VILLAGE OF HATLEY - MARATHON COUNTY,$71.75,$0.00,$25.55,$50.00,$100.00,$875.00,$0.00,$196.30,RELIER & WISVOTE = $196.30
37145,VILLAGE OF KRONENWETTER - MARATHON COUNTY,$27.50,$100.00,$800.07,$175.00,$125.00,"$3,890.23",$229.05,$0.00,
37146,VILLAGE OF MAINE - MARATHON COUNTY,$57.50,$0.00,$416.00,$0.00,$374.90,"$2,571.00",$0.00,$0.00,
37151,VILLAGE OF MARATHON CITY - MARATHON COUNTY,$16.00,$0.00,$37.60,$686.00,$200.00,$697.00,$0.00,$0.00,
37176,VILLAGE OF ROTHSCHILD - MARATHON COUNTY,$57.60,$0.00,$132.48,$0.00,$165.00,"$2,932.02",$607.00,$0.00,
37181,VILLAGE OF SPENCER - MARATHON COUNTY,$125.80,$0.00,$8.20,$0.00,$0.00,"$1,375.00",$0.00,$0.00,
37182,VILLAGE OF STRATFORD - MARATHON COUNTY,$28.00,$150.00,$201.00,$58.00,$108.00,"$1,532.55","$2,500.00",$0.00,
37186,VILLAGE OF UNITY - MULTIPLE COUNTIES,$21.75,$0.00,$0.00,$0.00,$50.00,$451.00,$0.00,$0.00,
37192,VILLAGE OF WESTON - MARATHON COUNTY,$57.50,$250.00,"$1,201.81",$299.16,$0.00,"$11,989.71","$14,999.76","$2,470.75","Bar code Scanner, paper rolls for voting machine, lunch/supper for poll workers, absentee labels, ""I voted Stickers"" and signage. "
37251,CITY OF MOSINEE - MARATHON COUNTY,$81.50,$0.00,$425.00,$0.00,$275.00,"$2,800.00",$0.00,$0.00,
37281,CITY OF SCHOFIELD - MARATHON COUNTY,$57.50,$0.00,$85.00,$0.00,$120.00,"$1,781.25",$0.00,$0.00,
37291,CITY OF WAUSAU - MARATHON COUNTY,"$1,193.43","$4,835.73","$1,779.99",$521.25,"$9,366.41","$23,201.38","$2,960.47",$408.38,"Poll workers job assignment ltrs, Sign boards, tape, truck rental, matt rentals, etc."
38002,TOWN OF AMBERG - MARINETTE COUNTY,$131.40,$18.00,$60.00,$101.12,$135.00,$768.58,$0.00,$0.00,
38004,TOWN OF ATHELSTANE - MARINETTE COUNTY,$58.40,$0.00,$13.48,$59.30,$50.00,$50.00,$775.60,$0.00,
38006,TOWN OF BEAVER - MARINETTE COUNTY,$0.00,$0.00,$47.27,$26.11,$50.00,"$1,079.50",$120.96,$0.00,
38008,TOWN OF BEECHER - MARINETTE COUNTY,$65.70,$0.00,$8.33,$44.00,$26.11,$411.38,$75.00,$0.00,
38010,TOWN OF DUNBAR - MARINETTE COUNTY,$58.40,$0.00,$47.00,$540.00,$38.61,$892.50,$0.00,$0.00,
38012,TOWN OF GOODMAN - MARINETTE COUNTY,$65.70,$0.00,$0.00,$33.61,$0.00,$827.54,$123.75,$0.00,
38014,TOWN OF GROVER - MARINETTE COUNTY,$10.00,$0.00,$104.00,$26.11,$3.50,"$1,046.77",$0.00,$0.00,
38016,TOWN OF LAKE - MARINETTE COUNTY,$0.00,$0.00,$52.00,$104.26,$0.00,"$1,553.75",$0.00,$0.00,
38018,TOWN OF MIDDLE INLET - MARINETTE COUNTY,$233.60,$0.00,$78.23,$540.00,$25.00,$939.07,$0.00,$80.50,"Pre-election, Post-election and Recount Mileage."
38020,TOWN OF NIAGARA - MARINETTE COUNTY,$12.00,$7.50,$75.00,$26.11,$30.00,"$1,200.00",$0.00,$0.00,
38022,TOWN OF PEMBINE - MARINETTE COUNTY,$0.00,$0.00,$25.00,$26.11,$0.00,"$1,152.10",$0.00,$0.00,
38024,TOWN OF PESHTIGO - MARINETTE COUNTY,$499.85,"$3,540.00",$367.65,"$1,511.00",$25.00,"$4,914.61",$384.86,$0.00,
38026,TOWN OF PORTERFIELD - MARINETTE COUNTY,$65.70,$0.00,$191.81,$119.44,$332.93,"$1,701.50",$0.00,$0.00,
38028,TOWN OF POUND - MARINETTE COUNTY,$58.40,$0.00,$110.00,$30.00,$80.00,"$1,220.00","$1,076.00",$113.00,"Poll worker refreshments  $70.00 Election supplies (cones, ribbons,etc) $43.00"
38030,TOWN OF SILVER CLIFF - MARINETTE COUNTY,$0.00,$0.00,$48.98,$25.00,$0.00,$847.00,$128.41,$0.00,
38032,TOWN OF STEPHENSON - MARINETTE COUNTY,$165.00,$0.00,$534.60,$318.47,$195.00,"$2,824.00","$1,300.00",$252.18,"467 miles picking up ballots, delivering ballots, and election day running between polling places"
38034,TOWN OF WAGNER - MARINETTE COUNTY,$65.70,$0.00,$52.50,$26.11,$25.83,"$1,393.00",$126.36,$0.00,
38036,TOWN OF WAUSAUKEE - MARINETTE COUNTY,$105.48,$0.00,$33.97,$29.16,$0.00,"$1,525.50",$0.00,$0.00,
38111,VILLAGE OF COLEMAN - MARINETTE COUNTY,$32.85,$0.00,$35.67,$33.00,$0.00,$414.16,$28.60,$0.00,
38121,VILLAGE OF CRIVITZ - MARINETTE COUNTY,$132.00,$0.00,$50.00,$250.00,$100.00,$850.00,$0.00,$0.00,
38171,VILLAGE OF POUND - MARINETTE COUNTY,$37.85,$0.00,$5.00,$23.05,$135.54,$703.62,$186.00,$0.00,
38191,VILLAGE OF WAUSAUKEE - MARINETTE COUNTY,$116.80,$0.00,$72.34,$26.59,$91.34,$943.32,$0.00,$0.00,
38251,CITY OF MARINETTE - MARINETTE COUNTY,"$2,071.69",$255.28,$436.17,"$5,220.00",$144.85,"$6,712.75",$491.00,$0.00,
38261,CITY OF NIAGARA - MARINETTE COUNTY,$0.00,$88.61,$60.00,$0.00,$0.00,"$1,032.61",$500.00,$0.00,
38271,CITY OF PESHTIGO - MARINETTE COUNTY,$109.50,$0.00,$179.03,$38.32,$255.00,"$2,273.09",$0.00,$30.00,SEALS FOR MACHINES
39002,TOWN OF BUFFALO - MARQUETTE COUNTY,$15.00,$0.00,$99.00,$540.00,$0.00,"$1,900.15",$0.00,$0.00,
39004,TOWN OF CRYSTAL LAKE - MARQUETTE COUNTY,$10.00,$0.00,$30.00,$50.00,$0.00,$697.50,$0.00,$0.00,(5) Provided by County Clerk
39006,TOWN OF DOUGLAS - MARQUETTE COUNTY,$0.00,$0.00,$25.00,$540.00,$0.00,$600.00,$0.00,$198.00,Clerks mileage & dinner for poll workers $150.00
39008,TOWN OF HARRIS - MARQUETTE COUNTY,$27.00,$465.00,$42.00,$303.75,$50.00,$650.00,$40.00,$490.00,#8. Education for clerk & poll workers. #2 includes local referendum expenses.
39010,TOWN OF MECAN - MARQUETTE COUNTY,$7.50,$0.00,$2.10,$540.00,$735.48,$0.00,$0.00,$22.28,"Dinner, Food & drinks for the poll workers."
39012,TOWN OF MONTELLO - MARQUETTE COUNTY,$10.00,$0.00,$55.00,$180.00,$200.00,"$1,050.00",$152.00,$150.00,"Town hall- utilities, phone and other supplies related to election"
39014,TOWN OF MOUNDVILLE - MARQUETTE COUNTY,$0.00,$0.00,$10.34,$350.00,$0.00,$454.00,$0.00,$0.00,
39016,TOWN OF NESHKORO - MARQUETTE COUNTY,$30.00,$0.00,$28.00,$25.00,$25.00,$700.00,$160.00,$0.00,
39018,TOWN OF NEWTON - MARQUETTE COUNTY,$0.00,$0.00,$10.00,$0.00,$0.00,$650.00,$90.00,$0.00,#4 county is the provider.
39020,TOWN OF OXFORD - MARQUETTE COUNTY,$22.25,$5.00,$197.00,$180.00,$36.00,"$1,112.00",$606.00,$141.25,Marquette Co Clerk do provide WIs Vote relier services.
39022,TOWN OF PACKWAUKEE - MARQUETTE COUNTY,$15.00,$0.00,$20.00,$0.00,$0.00,$800.00,$0.00,$0.00,
39024,TOWN OF SHIELDS - MARQUETTE COUNTY,$30.00,$0.00,$15.00,$500.00,$0.00,$900.00,$0.00,$0.00,
39026,TOWN OF SPRINGFIELD - MARQUETTE COUNTY,$5.00,$0.00,$40.00,$293.75,$0.00,$0.00,$30.00,$0.00,"Town of Springfield is a relier of Marquette County Clerk's office. 2016 Fees $1,175/4 Elections  2 machines county contract."
39028,TOWN OF WESTFIELD - MARQUETTE COUNTY,$5.00,$0.00,$38.54,$0.00,$0.00,$818.00,$0.00,$0.00,
39121,VILLAGE OF ENDEAVOR - MARQUETTE COUNTY,$1.50,$0.00,$3.00,$0.00,$60.00,$510.00,$0.00,$0.00,0
39161,VILLAGE OF NESHKORO - MARQUETTE COUNTY,$0.00,$30.00,$3.00,$270.00,$0.00,$509.00,$0.00,$280.00,Services from the county $280.00
39165,VILLAGE OF OXFORD - MARQUETTE COUNTY,$3.25,$0.00,$8.46,$0.00,$1.25,$786.19,$0.00,$0.00,
39191,VILLAGE OF WESTFIELD - MARQUETTE COUNTY,$10.00,$0.00,$10.00,$40.00,$0.00,$800.00,$0.00,$350.00,Relier cost/County programing Electronic voting equip/materials.
39251,CITY OF MONTELLO - MARQUETTE COUNTY,$0.00,$0.00,$22.50,$0.00,$0.00,$800.00,$0.00,$0.00,
41106,VILLAGE OF BAYSIDE - MULTIPLE COUNTIES,$23.50,$355.77,"$1,330.13","$2,610.47",$298.19,"$3,154.55",$89.75,$0.00,
41107,VILLAGE OF BROWN DEER - MILWAUKEE COUNTY,$57.29,$666.00,"$1,125.66",$25.00,$72.73,"$7,984.85","$5,575.00",$139.00,"Candy for Election Inspectors in November (13.78); Lunch for Audit on January 6, 2017 (35.28); Additional Wages for three election inspectors (3 @ $10/hour for 13 hours = $390) $90.00 in excess of what is allowed to claim for Audit wages."
41126,VILLAGE OF FOX POINT - MILWAUKEE COUNTY,$6.00,$331.00,"$2,768.00",$0.00,"$2,794.00","$6,766.00",$0.00,"$9,747.00","Printing of Large Poll Location Signs, Poll location supplies (pens, rubber pens, etc.), food and provisions for election inspectors, Clerk Staff Wages"
41131,VILLAGE OF GREENDALE - MILWAUKEE COUNTY,$100.15,$0.00,"$1,076.83",$0.00,$288.96,"$7,302.69","$2,141.59",$50.85,Yellow Highlighters/ Verizon Cell Phone Usage
41136,VILLAGE OF HALES CORNERS - MILWAUKEE COUNTY,$41.00,$0.00,"$1,358.27",$157.98,$526.73,"$6,730.75",$961.35,$0.00,
41176,VILLAGE OF RIVER HILLS - MILWAUKEE COUNTY,$75.00,$0.00,$200.00,$0.00,$200.00,$790.48,"$1,000.00",$50.00,office supplies
41181,VILLAGE OF SHOREWOOD - MILWAUKEE COUNTY,$0.00,$0.00,"$1,485.00",$0.00,$0.00,"$14,931.00",$0.00,$0.00,
41191,VILLAGE OF WEST MILWAUKEE - MILWAUKEE COUNTY,$147.65,$178.40,$177.56,$10.00,$530.26,"$3,140.65",$360.00,"$4,436.53","Training costs, time and material.  Office staff training and time.  copies of paperwork for training and additional documents for Election.  "
41192,VILLAGE OF WHITEFISH BAY - MILWAUKEE COUNTY,$59.55,$112.00,"$1,440.00",$633.12,$93.34,"$13,770.13",$0.00,$0.00,
41211,CITY OF CUDAHY - MILWAUKEE COUNTY,$40.50,$215.00,"$1,385.00",$153.30,"$1,875.00","$9,545.00","$7,233.00",$0.00,
41226,CITY OF FRANKLIN - MILWAUKEE COUNTY,$115.00,"$1,004.00","$2,949.00",$213.00,"$4,877.00","$21,369.00","$5,684.00",$176.00,"Pollbook alpha tabs $30, envelope sealers for in-person absentee $14, I-voted stickers $132 "
41231,CITY OF GLENDALE - MILWAUKEE COUNTY,$300.00,$0.00,"$9,600.00","$6,050.00",$600.00,"$6,000.00",$700.00,"$4,858.76",RECOUNT
41236,CITY OF GREENFIELD - MILWAUKEE COUNTY,$215.83,$0.00,"$2,560.17",$0.00,$634.98,"$13,043.75","$41,313.16",$0.00,
41251,CITY OF MILWAUKEE - MULTIPLE COUNTIES,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
41265,CITY OF OAK CREEK - MILWAUKEE COUNTY,$380.00,$525.00,"$2,851.33",$600.00,$225.00,"$24,755.75","$8,652.00","$1,205.00","Envelopes that weren't included in original order, needed updated wording "
41281,CITY OF ST. FRANCIS - MILWAUKEE COUNTY,$283.00,$251.00,$542.00,$398.00,$283.00,"$3,827.00","$1,386.00",$0.00,
41282,CITY OF SOUTH MILWAUKEE - MILWAUKEE COUNTY,$128.45,$183.60,$702.40,$50.00,$698.57,"$9,839.55","$16,413.94","$3,875.46",Wages for staff and pollworkers incurred for Presidential recount. 
41291,CITY OF WAUWATOSA - MILWAUKEE COUNTY,$277.00,"$1,461.00","$3,100.00","$3,870.00","$2,125.00","$32,935.00","$15,663.00",$0.00,
41292,CITY OF WEST ALLIS - MILWAUKEE COUNTY,$131.35,$0.00,"$2,500.00",$0.00,$850.00,"$23,650.00","$14,600.00",$0.00,
42002,TOWN OF ADRIAN - MONROE COUNTY,$65.18,$0.00,$18.80,$40.00,$0.00,$709.00,$0.00,$832.98,
42004,TOWN OF ANGELO - MONROE COUNTY,$89.68,$0.00,$14.57,$0.00,$0.00,$726.77,$0.00,$0.00,
42006,TOWN OF BYRON - MONROE COUNTY,$25.00,$0.00,$14.00,$300.00,$20.00,"$1,125.00",$0.00,$155.00,
42008,TOWN OF CLIFTON - MONROE COUNTY,$50.00,$50.00,$15.00,$100.00,$100.00,$540.00,$30.00,$0.00,
42010,TOWN OF GLENDALE - MONROE COUNTY,$10.00,$0.00,$21.56,$96.45,$75.00,$500.00,$0.00,$0.00,
42012,TOWN OF GRANT - MONROE COUNTY,$50.37,$0.00,$2.45,$111.00,$0.00,$600.00,$0.00,$0.00,
42014,TOWN OF GREENFIELD - MONROE COUNTY,$13.73,$0.00,$13.16,$270.00,$0.00,$982.25,$0.00,$0.00,
42016,TOWN OF JEFFERSON - MONROE COUNTY,$306.00,$2.15,$10.81,$200.00,$26.00,$470.00,$0.00,$0.00,
42018,TOWN OF LAFAYETTE - MONROE COUNTY,$67.93,$0.00,$0.49,$360.00,$200.00,$403.75,$0.00,$0.00,
42020,TOWN OF LA GRANGE - MONROE COUNTY,$30.00,$0.00,$132.50,$650.00,$0.00,$994.50,$240.00,$0.00,
42022,TOWN OF LEON - MONROE COUNTY,$119.18,$0.00,$0.00,$270.00,$0.00,"$1,231.77",$50.00,$0.00,
42024,TOWN OF LINCOLN - MONROE COUNTY,$5.00,$0.00,$25.00,$540.00,$0.00,$875.00,$0.00,$0.00,
42026,TOWN OF LITTLE FALLS - MONROE COUNTY,$65.93,$0.00,$0.00,$0.00,$0.00,"$1,139.25",$0.00,$0.00,
42028,TOWN OF NEW LYME - MONROE COUNTY,$40.00,$0.00,$0.00,$5.00,$65.00,$425.00,$0.00,$0.00,
42030,TOWN OF OAKDALE - MONROE COUNTY,$18.37,$0.00,$3.76,$270.00,$0.00,$693.38,$0.00,$0.00,
42032,TOWN OF PORTLAND - MONROE COUNTY,$52.62,$0.00,$5.64,$270.00,$30.00,$700.00,$0.00,$35.00,Mileage
42034,TOWN OF RIDGEVILLE - MONROE COUNTY,$341.72,$0.00,$6.58,$0.00,$0.00,$389.70,$38.13,$0.00,
42036,TOWN OF SCOTT - MONROE COUNTY,$30.00,$0.00,$5.00,$400.00,$100.00,$780.00,$260.00,$0.00,
42038,TOWN OF SHELDON - MONROE COUNTY,$43.27,$0.00,$0.47,$50.00,$50.00,$525.00,$25.00,$693.74,
42040,TOWN OF SPARTA - MONROE COUNTY,$252.18,$0.00,$27.20,$570.00,$0.00,"$1,548.00",$0.00,$408.00,Training/Mileage
42042,TOWN OF TOMAH - MONROE COUNTY,$29.73,$0.00,$21.12,$160.00,$0.00,$861.50,$0.00,$0.00,
42044,TOWN OF WELLINGTON - MONROE COUNTY,$26.00,$0.00,$5.00,$40.00,$0.00,$462.00,$0.00,$0.00,
42046,TOWN OF WELLS - MONROE COUNTY,$120.00,$3.00,$2.00,$270.00,$25.00,"$1,225.00",$0.00,$143.00,Mileage/Clerk
42048,TOWN OF WILTON - MONROE COUNTY,$202.83,$250.20,$217.50,$221.65,$374.00,"$1,095.00",$0.00,$0.00,
42111,VILLAGE OF CASHTON - MONROE COUNTY,$42.27,$0.00,$12.27,$270.00,$0.00,$710.00,$0.00,$0.00,
42141,VILLAGE OF KENDALL - MONROE COUNTY,$45.00,$0.00,$6.00,$37.00,$2.00,$300.00,$0.00,$0.00,
42151,VILLAGE OF MELVINA - MONROE COUNTY,$48.98,$0.00,$0.00,$25.00,$0.00,$484.00,$0.00,$0.00,
42161,VILLAGE OF NORWALK - MONROE COUNTY,$95.00,$90.00,$10.00,$100.00,$0.00,$406.50,$150.00,$0.00,
42165,VILLAGE OF OAKDALE - MONROE COUNTY,$15.00,$0.00,$5.64,$630.00,$25.00,"$1,236.16",$310.00,$0.00,
42185,VILLAGE OF WARRENS - MONROE COUNTY,$54.00,$0.00,$14.00,$80.00,$100.00,$480.00,$320.00,$0.00,
42191,VILLAGE OF WILTON - MONROE COUNTY,$26.72,$0.00,$14.70,$0.00,$21.60,$348.01,$0.00,$0.00,
42192,VILLAGE OF WYEVILLE - MONROE COUNTY,$52.00,$0.00,$0.00,$297.66,$0.00,$492.00,$0.00,$0.00,
42281,CITY OF SPARTA - MONROE COUNTY,$72.24,$0.00,$762.60,$0.00,$511.53,"$6,839.50","$3,540.60",$0.00,
42286,CITY OF TOMAH - MONROE COUNTY,$142.00,$0.00,"$3,632.00",$11.00,$150.00,"$6,347.00",$350.00,$30.00,
43002,TOWN OF ABRAMS - OCONTO COUNTY,$15.65,$248.78,$88.86,$280.00,$35.00,$800.00,$0.00,$0.00,
43006,TOWN OF BAGLEY - OCONTO COUNTY,$43.43,$270.00,$48.72,$36.00,$21.50,$695.95,$0.00,$75.60,Mileage for delivery of materials to county clerk after election. Recount materials delivered at a later date.
43008,TOWN OF BRAZEAU - OCONTO COUNTY,$211.33,$0.00,$90.09,$0.00,$0.00,"$1,060.66",$0.00,$0.00,
43012,TOWN OF CHASE - OCONTO COUNTY,$153.43,$100.00,$154.17,"$2,175.50",$149.64,"$2,860.00",$236.50,$198.51,Election Supplies
43014,TOWN OF DOTY - OCONTO COUNTY,$43.43,$400.00,$42.49,$104.00,$84.00,"$1,021.28",$0.00,$0.00,
43018,TOWN OF HOW - OCONTO COUNTY,$43.43,$0.00,$35.00,$0.00,$150.00,$324.00,$0.00,$0.00,
43019,TOWN OF LAKEWOOD - OCONTO COUNTY,$43.43,$0.00,$101.38,$854.46,$198.36,"$1,049.00",$0.00,$105.36,Meals Poll workers $105.36
43020,TOWN OF LENA - OCONTO COUNTY,$43.43,$0.00,$25.22,$15.00,$5.00,$544.50,$0.00,$38.95,"Misc supplies, mileage, paper and copies"
43022,TOWN OF LITTLE RIVER - OCONTO COUNTY,$79.43,$0.00,$31.00,$0.00,$150.00,$775.00,$0.00,$180.00,Lunch and training.
43024,TOWN OF LITTLE SUAMICO - OCONTO COUNTY,$240.43,$0.00,$705.00,$50.00,$250.00,"$3,458.00",$0.00,$452.00,Parking Lot Attendants
43026,TOWN OF MAPLE VALLEY - OCONTO COUNTY,$70.00,$44.00,$12.00,$250.00,$0.00,$420.00,$0.00,$250.00,Fee to County for WisVote.
43028,TOWN OF MORGAN - OCONTO COUNTY,$63.43,$0.00,$100.00,$0.00,$0.00,"$2,789.00",$0.00,$90.00,Mileage and election supplies.
43029,TOWN OF MOUNTAIN - OCONTO COUNTY,$70.61,$0.00,$48.66,$52.53,$20.00,"$1,098.46","$1,297.08",$0.00,
43030,TOWN OF OCONTO - OCONTO COUNTY,$43.43,$0.00,$225.00,$0.00,$100.00,"$1,400.25",$0.00,$0.00,
43032,TOWN OF OCONTO FALLS - OCONTO COUNTY,$43.43,$0.00,$99.76,$840.00,$0.00,$979.95,$0.00,$0.00,
43034,TOWN OF PENSAUKEE - OCONTO COUNTY,$43.43,$0.00,$288.77,$576.50,$10.00,"$1,259.50",$0.00,$0.00,
43036,TOWN OF RIVERVIEW - OCONTO COUNTY,$43.43,$0.00,$32.94,$908.05,$0.00,$738.33,$0.00,$0.00,
43038,TOWN OF SPRUCE - OCONTO COUNTY,$43.43,$0.00,$56.00,$25.00,$0.00,$555.00,$0.00,$0.00,
43040,TOWN OF STILES - OCONTO COUNTY,$53.43,$0.00,$89.50,$0.00,$0.00,"$1,625.00",$0.00,$0.00,
43042,TOWN OF TOWNSEND - OCONTO COUNTY,$43.43,$116.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
43044,TOWN OF UNDERHILL - OCONTO COUNTY,$56.99,$21.72,$59.65,$0.00,$0.00,$450.00,$21.08,$0.00,
43146,VILLAGE OF LENA - OCONTO COUNTY,$70.61,$16.25,$40.50,$270.00,$165.00,$386.00,$0.00,$0.00,
43181,VILLAGE OF SURING - OCONTO COUNTY,$63.43,$0.00,$10.00,$20.00,$0.00,$547.50,$45.00,$0.00,
43231,CITY OF GILLETT - OCONTO COUNTY,$43.43,$0.00,$52.17,$840.00,$83.00,$681.01,$0.00,$0.00,
43265,CITY OF OCONTO - OCONTO COUNTY,$82.43,$602.82,$183.69,$684.93,$317.84,"$2,145.87",$65.36,$0.00,N/A
