"","CNTY_NAME","full_name","MCD_FIPS","OBJECTID","GEOID","CNTY_FIPS","COUSUBFP","MCD_NAME","CTV","JVTD2","LABEL","DOA","DOR","DOT","FIPS6","FIPS5","DOAChange","DOACngDate","Shape_Leng","Shape_Area","mean_logpoppskm","GOVDEM18","GOVTOT18","PERSONS","WHITE","closed","total","mcd_name1","mcd_name2","dem_pct18","dem_pct2","non_white_pct","closed_pct","HINDI","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016","turnout2016","turnout2020","diff_turnout","prov_pct2016","prov_pct2020","prov_pct_diff","abs_counted2020pct","abs_counted2016pct","diff_abs_pct","area","logppsqkm","diff_turnout_pct2","no_closed","abs_lost_pct2016","abs_not_returned_2020","not_returned_diff_pct"
"910","MANITOWOC","TOWN OF COOPERSTOWN","5507116950",908,"5507116950","55071","16950","COOPERSTOWN","T","COOPERSTOWN - T","COOPERSTOWN - T","36006","36006","36006","071020","16950",NA,"2019/01/30",50027.233171719,90992977.0933945,2.70262903642077,103,340,654,645,0,1,"COOPERSTOWN","COOPERSTOWN",30.2941176470588,917.733564013841,1.37614678899083,0,36006,"MANITOWOC COUNTY",380,777,0,0,0,24,24,0,551,833,0,0,0,23,23,0,0,0,66.1464585834334,48.9060489060489,-17.2404096773845,0,0,0,6.31578947368421,4.17422867513612,2.14156079854809,90.9929770935364,1.97232502271478,-31.0344827586207,1,0,0,NA
"911","MANITOWOC","TOWN OF EATON","5507122275",909,"5507122275","55071","22275","EATON","T","EATON - T","EATON - T","36008","36008","36008","071025","22275",NA,"2019/01/30",40261.6753405687,91842231.565987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36008,"MANITOWOC COUNTY",212,523,0,0,0,0,0,0,361,543,0,0,0,15,15,0,0,0,66.4825046040516,40.5353728489484,-25.9471317551032,0,0,0,0,4.15512465373961,-4.15512465373961,91.8422315659485,NA,-41.2742382271468,1,0,0,NA
"927","MANITOWOC","VILLAGE OF FRANCIS CREEK","5507127125",910,"5507127125","55071","27125","Francis Creek","V","Francis Creek - V","Francis Creek - V","36126","36126","36126","071027","27125",NA,"2019/01/30",10406.0150182793,2942426.10554485,5.43549479568305,232,612,1350,1316,0,2,"FRANCIS CREEK","FRANCIS CREEK",37.9084967320261,1437.05412448204,2.51851851851852,0,36126,"MANITOWOC COUNTY",0,392,0,0,0,59,58,0,270,398,0,0,0,13,13,0,0,0,67.8391959798995,0,-67.8391959798995,0,NA,NA,100,4.81481481481481,95.1851851851852,2.94242610565186,6.12862542437313,-100,1,0,1,Inf
"912","MANITOWOC","TOWN OF FRANKLIN","5507127275",911,"5507127275","55071","27275","FRANKLIN","T","FRANKLIN - T","FRANKLIN - T","36010","36010","36010","071030","27275",NA,"2019/01/30",40513.4573630304,93652935.6743145,2.4994032270098,66,257,510,507,0,1,"FRANKLIN","FRANKLIN",25.6809338521401,659.510363517994,0.588235294117647,0,36010,"MANITOWOC COUNTY",340,738,0,0,0,40,40,0,487,794,0,0,0,13,13,0,0,0,61.3350125944584,46.070460704607,-15.2645518898514,0,0,0,11.7647058823529,2.6694045174538,9.09530136489914,93.6529356738586,1.69481495002799,-30.1848049281314,1,0,0,NA
"913","MANITOWOC","TOWN OF GIBSON","5507128975",912,"5507128975","55071","28975","GIBSON","T","GIBSON - T","GIBSON - T","36012","36012","36012","071035","28975",NA,"2019/01/30",49517.8211299381,91489522.2479049,2.73689443606584,109,342,683,673,0,1,"GIBSON","GIBSON",31.8713450292398,1015.78263397285,1.46412884333821,0,36012,"MANITOWOC COUNTY",356,829,0,0,0,43,43,0,612,858,0,0,0,18,17,0,0,1,71.3286713286713,42.9433051869723,-28.3853661416991,0,0,0,12.0786516853933,2.77777777777778,9.30087390761548,91.4895222480469,2.0102704047965,-41.8300653594771,1,0,0,NA
"928","MANITOWOC","VILLAGE OF KELLNERSVILLE","5507139000",913,"5507139000","55071","39000","Kellnersville","V","Kellnersville - V","Kellnersville - V","36132","36132","36132","071038","39000",NA,"2019/01/30",6858.85596675958,1399191.26962118,5.46919756515716,53,135,332,331,0,1,"KELLNERSVILLE","KELLNERSVILLE",39.2592592592593,1541.28943758573,0.301204819277108,0,36132,"MANITOWOC COUNTY",95,182,0,0,0,0,0,0,119,193,0,0,0,3,2,1,0,0,61.6580310880829,52.1978021978022,-9.4602288902807,0,0,0,0,1.68067226890756,-1.68067226890756,1.3991912696228,5.46924056376287,-20.1680672268908,1,33.3333333333333,0,-100
"905","MANITOWOC","CITY OF KIEL","5507139525",914,"5507139525","55071","39525","Kiel","C","Kiel - C","Kiel - C","36241","36241","36241","071040","39525",NA,"2019/01/30",20055.2331246866,5750022.22294704,6.62099435044025,107,310,613,590,0,1,"KIEL","KIEL",34.5161290322581,1191.36316337149,3.75203915171289,0,36241,"MANITOWOC COUNTY",989,2072,0,0,0,79,79,0,1411,2086,0,0,0,116,112,2,2,0,67.6414189837009,47.7316602316602,-19.9097587520406,0,0,0,7.98786653185035,7.93763288447909,0.0502336473712619,5.75002222297668,4.66916121626891,-29.9078667611623,1,1.72413793103448,0,-100
"914","MANITOWOC","TOWN OF KOSSUTH","5507140425",915,"5507140425","55071","40425","KOSSUTH","T","KOSSUTH - T","KOSSUTH - T","36014","36014","36014","071045","40425",NA,"2019/01/30",61929.6133453589,100093218.735682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36014,"MANITOWOC COUNTY",561,1248,0,0,0,48,47,0,860,1307,0,0,0,30,30,0,0,0,65.7995409334354,44.9519230769231,-20.8476178565123,0,0,0,8.37789661319073,3.48837209302326,4.88952452016748,100.09321873584,NA,-34.7674418604651,1,0,1,Inf
"915","MANITOWOC","TOWN OF LIBERTY","5507143850",916,"5507143850","55071","43850","LIBERTY","T","LIBERTY - T","LIBERTY - T","36016","36016","36016","071050","43850",NA,"2019/01/30",42894.8133899435,91917465.0830821,2.50930806106549,99,390,729,697,0,1,"LIBERTY","LIBERTY",25.3846153846154,644.378698224852,4.38957475994513,0,36016,"MANITOWOC COUNTY",396,821,0,0,0,0,0,0,516,760,0,0,0,23,22,1,0,0,67.8947368421053,48.2338611449452,-19.6608756971601,0,0,0,0,4.26356589147287,-4.26356589147287,91.9174650830383,2.07078267627403,-23.2558139534884,1,4.34782608695652,0,-100
"906","MANITOWOC","CITY OF MANITOWOC","5507148500",917,"5507148500","55071","48500","Manitowoc","C","Manitowoc - C","Manitowoc - C","36251","36251","36251","071055","48500",NA,"2019/01/30",88802.5923226458,47025367.872515,6.75988294113402,3074,6665,17432,15186,1,10,"MANITOWOC","MANITOWOC",46.1215303825957,2127.19556483269,12.8843506195503,10,36251,"MANITOWOC COUNTY",7396,16727,0,0,0,1416,1409,0,10878,17628,0,0,0,1354,1311,46,0,3,61.7086453369639,44.2159383033419,-17.492707033622,0,0,0,19.0508382909681,12.0518477661335,6.99899052483461,47.0253678728943,5.91537567854623,-32.0095605809892,0,3.397341211226,7,-84.7826086956522
"916","MANITOWOC","TOWN OF MANITOWOC","5507148525",918,"5507148525","55071","48525","MANITOWOC","T","MANITOWOC - T","MANITOWOC - T","36018","36018","36018","071060","48525",NA,"2019/01/30",43402.6991435217,15815481.7111105,4.98436234491063,134,386,765,727,0,1,"MANITOWOC","MANITOWOC",34.7150259067358,1205.13302370533,4.96732026143791,0,36018,"MANITOWOC COUNTY",336,645,0,0,0,0,0,0,442,651,0,0,0,23,23,0,0,0,67.8955453149001,52.093023255814,-15.8025220590862,0,0,0,0,5.20361990950226,-5.20361990950226,15.8154817110901,3.87888651840601,-23.9819004524887,1,0,0,NA
"917","MANITOWOC","TOWN OF MANITOWOC RAPIDS","5507148575",919,"5507148575","55071","48575","MANITOWOC RAPIDS","T","MANITOWOC RAPIDS - T","MANITOWOC RAPIDS - T","36020","36020","36020","071065","48575",NA,"2019/01/30",69022.0269241951,70723837.5244358,3.20980483913854,96,295,489,480,0,1,"MANITOWOC RAPIDS","MANITOWOC RAPIDS",32.5423728813559,1059.00603274921,1.84049079754601,0,36020,"MANITOWOC COUNTY",818,1576,0,0,0,98,98,0,1126,1654,0,0,0,85,85,0,0,0,68.0773881499395,51.9035532994924,-16.1738348504472,0,0,0,11.9804400977995,7.54884547069272,4.43159462710679,70.7238375243835,1.93357980898106,-27.3534635879218,1,0,0,NA
"918","MANITOWOC","TOWN OF MAPLE GROVE","5507148875",920,"5507148875","55071","48875","MAPLE GROVE","T","MAPLE GROVE - T","MAPLE GROVE - T","36022","36022","36022","071070","48875",NA,"2019/01/30",41098.5305191309,91582568.0137306,2.20999919711265,81,406,835,806,0,1,"MAPLE GROVE","MAPLE GROVE",19.9507389162562,398.031983304618,3.47305389221557,0,36022,"MANITOWOC COUNTY",214,489,0,0,0,0,0,0,306,500,0,0,0,10,9,1,1,0,61.2,43.7627811860941,-17.4372188139059,0,0,0,0,2.94117647058824,-2.94117647058824,91.5825680134277,2.21019077681143,-30.0653594771242,1,10,0,-100
"929","MANITOWOC","VILLAGE OF MARIBEL","5507149250",921,"5507149250","55071","49250","Maribel","V","Maribel - V","Maribel - V","36147","36147","36147","071073","49250",NA,"2019/01/30",9411.59998929969,2968045.46729242,4.77283758545652,43,138,351,347,0,1,"MARIBEL","MARIBEL",31.1594202898551,970.909472799832,1.13960113960114,0,36147,"MANITOWOC COUNTY",81,180,0,0,0,10,10,0,126,192,0,0,0,0,0,0,0,0,65.625,45,-20.625,0,0,0,12.3456790123457,0,12.3456790123457,2.96804546716309,4.77288257915304,-35.7142857142857,1,NA,0,NA
"919","MANITOWOC","TOWN OF MEEME","5507150625",922,"5507150625","55071","50625","MEEME","T","MEEME - T","MEEME - T","36024","36024","36024","071075","50625",NA,"2019/01/30",38750.0203299825,93999805.0782562,2.86240674856356,114,381,702,686,0,1,"MEEME","MEEME",29.9212598425197,895.281790563581,2.27920227920228,0,36024,"MANITOWOC COUNTY",482,916,0,0,0,0,0,0,626,932,0,0,0,17,1,1,0,0,67.1673819742489,52.6200873362445,-14.5472946380044,0,0,0,0,0.159744408945687,-0.159744408945687,93.9998050783234,2.01064069539282,-23.0031948881789,1,5.88235294117647,0,-100
"930","MANITOWOC","VILLAGE OF MISHICOT","5507153325",923,"5507153325","55071","53325","Mishicot","V","Mishicot - V","Mishicot - V","36151","36151","36151","071085","53325",NA,"2019/01/30",19092.5402611291,6731341.01085497,6.03142986190201,123,334,761,741,0,1,"MISHICOT","MISHICOT",36.8263473053892,1356.17985585715,2.6281208935611,0,36151,"MANITOWOC COUNTY",367,798,0,0,0,0,0,0,573,835,0,0,0,34,34,0,0,0,68.622754491018,45.9899749373434,-22.6327795536746,0,0,0,0,5.93368237347295,-5.93368237347295,6.73134101049805,4.72785897543657,-35.9511343804538,1,0,0,NA
"920","MANITOWOC","TOWN OF MISHICOT","5507153350",924,"5507153350","55071","53350","MISHICOT","T","MISHICOT - T","MISHICOT - T","36026","36026","36026","071080","53350",NA,"2019/01/30",67137.3227535646,71417425.0921111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36026,"MANITOWOC COUNTY",328,749,0,0,0,5,5,0,508,741,1,0,1,15,15,0,0,0,68.5560053981107,43.7917222963952,-24.7642831017155,0.196850393700787,0,-0.196850393700787,1.52439024390244,2.95275590551181,-1.42836566160937,71.4174250923767,NA,-35.4330708661417,1,0,0,NA
"921","MANITOWOC","TOWN OF NEWTON","5507157200",925,"5507157200","55071","57200","NEWTON","T","NEWTON - T","NEWTON - T","36028","36028","36028","071090","57200",NA,"2019/01/30",43290.5887382138,88953386.6653781,3.11306731338739,119,425,807,788,0,1,"NEWTON","NEWTON",28,784,2.3543990086741,0,36028,"MANITOWOC COUNTY",740,1442,0,0,0,3,3,0,983,1458,0,0,0,53,53,0,0,0,67.4211248285322,51.3176144244105,-16.1035104041217,0,0,0,0.405405405405405,5.39165818921668,-4.98625278381128,88.9533866655579,2.20521118107111,-24.7202441505595,1,0,0,NA
"931","MANITOWOC","VILLAGE OF REEDSVILLE","5507166875",926,"5507166875","55071","66875","Reedsville","V","Reedsville - V","Reedsville - V","36176","36176","36176","071095","66875",NA,"2019/01/30",8175.18401781484,3162234.21239282,6.2916106178035,81,281,707,619,0,1,"REEDSVILLE","REEDSVILLE",28.8256227758007,830.916528412761,12.4469589816124,0,36176,"MANITOWOC COUNTY",293,612,0,0,0,8,7,0,449,652,0,0,0,27,25,2,0,0,68.8650306748466,47.8758169934641,-20.9892136813826,0,0,0,2.38907849829352,5.56792873051225,-3.17885023221873,3.16223421240234,5.40975185888393,-34.7438752783964,1,7.40740740740741,1,-50
"922","MANITOWOC","TOWN OF ROCKLAND","5507168925",927,"5507168925","55071","68925","ROCKLAND","T","ROCKLAND - T","ROCKLAND - T","36030","36030","36030","071100","68925",NA,"2019/01/30",44084.6408818183,91371878.149275,2.16488754310437,52,198,445,428,0,1,"ROCKLAND","ROCKLAND",26.2626262626263,689.725538210387,3.82022471910112,0,36030,"MANITOWOC COUNTY",238,568,0,0,0,31,31,0,384,577,0,0,0,21,21,0,0,0,66.5511265164645,41.9014084507042,-24.6497180657603,0,0,0,13.0252100840336,5.46875,7.55646008403362,91.3718781492615,1.5831365299411,-38.0208333333333,1,0,0,NA
"932","MANITOWOC","VILLAGE OF ST. NAZIANZ","5507171025",928,"5507171025","55071","71025","St. Nazianz","V","St. Nazianz - V","St. Nazianz - V","36181","36181","36181","071105","71025",NA,"2019/01/30",7492.40783105678,2109939.80463612,5.91635384200082,152,572,1566,1512,0,2,"ST. NAZIANZ","ST. NAZIANZ",26.5734265734266,706.146999853294,3.44827586206897,0,36181,"MANITOWOC COUNTY",158,380,0,0,0,0,0,0,239,390,0,0,0,7,7,0,0,0,61.2820512820513,41.5789473684211,-19.7031039136302,0,0,0,0,2.92887029288703,-2.92887029288703,2.10993980458069,6.60962045810447,-33.8912133891213,1,0,0,NA
"923","MANITOWOC","TOWN OF SCHLESWIG","5507172075",929,"5507172075","55071","72075","SCHLESWIG","T","SCHLESWIG - T","SCHLESWIG - T","36032","36032","36032","071110","72075",NA,"2019/01/30",55329.4989106617,87359289.4430567,3.19340199419589,171,547,970,943,0,1,"SCHLESWIG","SCHLESWIG",31.2614259597806,977.276753038846,2.78350515463918,0,36032,"MANITOWOC COUNTY",604,1264,0,0,0,43,43,0,884,1315,0,0,0,21,19,2,0,0,67.2243346007605,47.7848101265823,-19.4395244741782,0,0,0,7.11920529801325,2.14932126696833,4.96988403104492,87.3592894428711,2.40726669320068,-31.6742081447964,1,9.52380952380952,0,-100
"924","MANITOWOC","TOWN OF TWO CREEKS","5507181300",930,"5507181300","55071","81300","TWO CREEKS","T","TWO CREEKS - T","TWO CREEKS - T","36034","36034","36034","071115","81300",NA,"2019/01/30",28909.9620669999,38543678.9305675,2.42827504932677,68,216,437,433,0,1,"TWO CREEKS","TWO CREEKS",31.4814814814815,991.083676268861,0.91533180778032,0,36034,"MANITOWOC COUNTY",128,260,0,0,0,6,6,0,184,257,0,0,0,7,7,0,0,0,71.5953307392996,49.2307692307692,-22.3645615085304,0,0,0,4.6875,3.80434782608696,0.883152173913043,38.5436789305725,2.42814107920348,-30.4347826086957,1,0,0,NA
"907","MANITOWOC","CITY OF TWO RIVERS","5507181325",931,"5507181325","55071","81325","Two Rivers","C","Two Rivers - C","Two Rivers - C","36286","36286","36286","071120","81325",NA,"2019/01/30",53755.6464403709,16920448.7272055,7.26900793608112,241,535,1558,1430,0,1,"TWO RIVERS","TWO RIVERS",45.0467289719626,2029.20779107346,8.21566110397946,0,36286,"MANITOWOC COUNTY",2714,5737,0,0,0,537,531,0,3812,27,0,0,0,569,563,8,0,0,100,47.3069548544536,-52.6930451455464,0,0,0,19.5652173913043,14.7691500524659,4.79606733883845,16.9204487275391,4.52263535206415,-28.803777544596,1,1.40597539543058,6,-25
"925","MANITOWOC","TOWN OF TWO RIVERS","5507181350",932,"5507181350","55071","81350","TWO RIVERS","T","TWO RIVERS - T","TWO RIVERS - T","36036","36036","36036","071125","81350",NA,"2019/01/30",79668.5560071817,82065828.7492887,3.52619171646163,164,449,912,872,0,1,"TWO RIVERS","TWO RIVERS",36.5256124721604,1334.12036646644,4.3859649122807,0,36036,"MANITOWOC COUNTY",520,1062,0,0,0,77,72,0,784,1134,0,0,0,22,22,0,0,0,69.1358024691358,48.9642184557439,-20.1715840133919,0,0,0,13.8461538461538,2.80612244897959,11.0400313971743,82.0658287490539,2.4081182752507,-33.6734693877551,1,0,5,Inf
"933","MANITOWOC","VILLAGE OF VALDERS","5507182200",933,"5507182200","55071","82200","Valders","V","Valders - V","Valders - V","36186","36186","36186","071130","82200",NA,"2019/01/30",11295.7841470843,3713250.52505297,5.55701133053634,133,413,962,896,0,1,"VALDERS","VALDERS",32.2033898305085,1037.0583165757,6.86070686070686,0,36186,"MANITOWOC COUNTY",243,523,0,0,0,75,75,0,364,564,0,0,0,46,0,0,0,0,64.5390070921986,46.4627151051625,-18.0762919870361,0,0,0,30.8641975308642,0,30.8641975308642,3.713250525177,5.55710680530497,-33.2417582417582,1,0,0,NA
"934","MANITOWOC","VILLAGE OF WHITELAW","5507186775",934,"5507186775","55071","86775","Whitelaw","V","Whitelaw - V","Whitelaw - V","36191","36191","36191","071135","86775",NA,"2019/01/30",6366.09634949168,1374417.29343387,6.31127490536366,109,332,757,719,0,1,"WHITELAW","WHITELAW",32.8313253012048,1077.89592103353,5.01981505944518,0,36191,"MANITOWOC COUNTY",206,426,0,0,0,61,61,0,283,446,0,0,0,16,16,0,0,0,63.4529147982063,48.3568075117371,-15.0961072864692,0,0,0,29.6116504854369,5.65371024734982,23.9579402380871,1.37441729345703,6.31133339871853,-27.208480565371,1,0,0,NA
"935","MARATHON","CITY OF ABBOTSFORD","5507300100",935,"5507300100","55073","00100","Abbotsford","C","Abbotsford - C","Abbotsford - C","37201","37201","37201","073005","00100",NA,"2019/01/30",16166.6927632256,3919101.45256056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9191014526062,NA,NA,1,NA,NA,NA
"981","MARATHON","VILLAGE OF ATHENS","5507303550",936,"5507303550","55073","03550","Athens","V","Athens - V","Athens - V","37102","37102","37102","073010","03550",NA,"2019/01/30",14868.0101127784,6328433.345637,5.20106410175065,91,269,655,623,0,1,"ATHENS","ATHENS",33.8289962825279,1144.40098948329,4.88549618320611,0,37102,"MARATHON COUNTY",305,590,0,0,0,86,86,0,372,638,0,0,0,18,17,0,0,1,58.307210031348,51.6949152542373,-6.61229477711068,0,0,0,28.1967213114754,4.56989247311828,23.6268288383571,6.32843334573364,4.63958252683608,-18.010752688172,1,0,0,NA
"941","MARATHON","TOWN OF BERGEN","5507306875",937,"5507306875","55073","06875","BERGEN","T","BERGEN - T","BERGEN - T","37002","37002","37002","073015","06875",NA,"2019/01/30",37991.9983840122,90228485.8310584,1.95989134372988,159,418,641,631,0,1,"BERGEN","BERGEN",38.0382775119617,1446.91055607701,1.5600624024961,0,37002,"MARATHON COUNTY",241,490,0,0,0,11,11,0,347,459,0,0,0,6,5,1,1,0,75.599128540305,49.1836734693878,-26.4154550709173,0,0,0,4.5643153526971,1.44092219020173,3.12339316249537,90.2284858311005,1.96068427226863,-30.5475504322767,1,16.6666666666667,0,-100
"942","MARATHON","TOWN OF BERLIN","5507306975",938,"5507306975","55073","06975","BERLIN","T","BERLIN - T","BERLIN - T","37004","37004","37004","073020","06975",NA,"2019/01/30",37946.4018998373,89823890.3366152,2.32048550103391,90,367,674,665,0,1,"BERLIN","BERLIN",24.5231607629428,601.385413805136,1.3353115727003,0,37004,"MARATHON COUNTY",307,596,0,0,0,1,1,0,397,601,0,0,0,11,11,0,0,0,66.0565723793677,51.510067114094,-14.5465052652738,0,0,0,0.325732899022801,2.77078085642317,-2.44504795740037,89.8238903366089,2.01537913160318,-22.6700251889169,1,0,0,NA
"943","MARATHON","TOWN OF BERN","5507307000",939,"5507307000","55073","07000","BERN","T","BERN - T","BERN - T","37006","37006","37006","073025","07000",NA,"2019/01/30",39589.0033413516,88110787.9651969,1.90242447367457,56,192,591,582,0,1,"BERN","BERN",29.1666666666667,850.694444444444,1.52284263959391,0,37006,"MARATHON COUNTY",118,228,0,0,0,4,4,0,167,271,0,0,0,6,6,0,0,0,61.6236162361624,51.7543859649123,-9.86923027125007,0,0,0,3.38983050847458,3.59281437125748,-0.202983862782909,88.1107879651642,1.90322104059657,-29.3413173652695,1,0,0,NA
"944","MARATHON","TOWN OF BEVENT","5507307125",940,"5507307125","55073","07125","BEVENT","T","BEVENT - T","BEVENT - T","37008","37008","37008","073030","07125",NA,"2019/01/30",42334.7807544723,110615047.485432,2.17528387935506,92,225,454,445,0,1,"BEVENT","BEVENT",40.8888888888889,1671.9012345679,1.98237885462555,0,37008,"MARATHON COUNTY",317,696,0,0,0,23,23,0,458,711,0,0,0,21,20,1,0,0,64.4163150492264,45.5459770114943,-18.8703380377322,0,0,0,7.25552050473186,4.36681222707424,2.88870827765763,110.615047485367,1.41204106499443,-30.7860262008734,1,4.76190476190476,0,-100
"982","MARATHON","VILLAGE OF BIRNAMWOOD","5507307600",941,"5507307600","55073","07600","Birnamwood","V","Birnamwood - V","Birnamwood - V","37104","37104","37104","073032","07600","Added","1981/10/12",1603.97084575401,160766.008338754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160766008300781,NA,NA,1,NA,NA,NA
"945","MARATHON","TOWN OF BRIGHTON","5507309650",942,"5507309650","55073","09650","BRIGHTON","T","BRIGHTON - T","BRIGHTON - T","37010","37010","37010","073035","09650",NA,"2019/01/30",38841.1297210647,88644839.7898763,1.93130461663355,36,206,612,568,0,1,"BRIGHTON","BRIGHTON",17.4757281553398,305.401074559336,7.18954248366013,0,37010,"MARATHON COUNTY",129,286,0,0,0,18,18,0,174,294,0,0,0,6,0,2,0,0,59.1836734693878,45.1048951048951,-14.0787783644926,0,0,0,13.953488372093,0,13.953488372093,88.6448397898254,1.93209446048692,-25.8620689655172,1,33.3333333333333,0,-100
"946","MARATHON","TOWN OF CASSEL","5507312975",943,"5507312975","55073","12975","CASSEL","T","CASSEL - T","CASSEL - T","37012","37012","37012","073045","12975",NA,"2019/01/30",41840.1403127072,85225340.172534,2.3684455092364,138,474,911,876,0,1,"CASSEL","CASSEL",29.1139240506329,847.620573626021,3.84193194291987,0,37012,"MARATHON COUNTY",301,584,0,0,0,12,12,0,379,558,0,0,0,6,0,0,0,0,67.921146953405,51.541095890411,-16.3800510629941,0,0,0,3.98671096345515,0,3.98671096345515,85.2253401724548,2.36924408778071,-20.5804749340369,1,0,0,NA
"947","MARATHON","TOWN OF CLEVELAND","5507315425",944,"5507315425","55073","15425","CLEVELAND","T","CLEVELAND - T","CLEVELAND - T","37014","37014","37014","073050","15425",NA,"2019/01/30",42894.010100864,78945974.1051087,2.71851803888923,110,377,819,811,0,1,"CLEVELAND","CLEVELAND",29.1777188328912,851.339276291257,0.976800976800977,0,37014,"MARATHON COUNTY",417,852,0,0,0,15,15,0,673,862,0,0,0,17,17,0,0,0,78.0742459396752,48.943661971831,-29.1305839678442,0,0,0,3.59712230215827,2.5260029717682,1.07111933039007,78.9459741051025,2.33932033742054,-38.038632986627,1,0,0,NA
"936","MARATHON","CITY OF COLBY","5507316150",945,"5507316150","55073","16150","Colby","C","Colby - C","Colby - C","37211","37211","37211","073055","16150",NA,"2019/01/30",11515.5404383982,2321242.62410422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32124262409973,NA,NA,1,NA,NA,NA
"948","MARATHON","TOWN OF DAY","5507318950",946,"5507318950","55073","18950","DAY","T","DAY - T","DAY - T","37016","37016","37016","073060","18950",NA,"2019/01/30",37578.8765773257,88026624.1853312,2.41471549027898,78,285,599,588,0,1,"DAY","DAY",27.3684210526316,749.030470914128,1.83639398998331,0,37016,"MARATHON COUNTY",300,667,0,0,0,37,36,0,480,653,0,0,0,7,7,0,0,0,73.5068912710567,44.9775112443778,-28.5293800266789,0,0,0,12,1.45833333333333,10.5416666666667,88.026624185318,1.91762228183509,-37.5,1,0,1,Inf
"983","MARATHON","VILLAGE OF DORCHESTER","5507320450",947,"5507320450","55073","20450","Dorchester","V","Dorchester - V","Dorchester - V","37116","37116","37116","073063","20450","Added","1994/10/05",2450.55237645283,258003.095290164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258003095230103,NA,NA,1,NA,NA,NA
"949","MARATHON","TOWN OF EASTON","5507322025",948,"5507322025","55073","22025","EASTON","T","EASTON - T","EASTON - T","37018","37018","37018","073065","22025",NA,"2019/01/30",42253.8487259611,110931450.127151,2.45417500598529,85,324,567,548,0,1,"EASTON","EASTON",26.2345679012346,688.252552964487,3.35097001763668,0,37018,"MARATHON COUNTY",352,769,0,0,0,10,10,0,524,768,0,0,0,11,10,1,0,0,68.2291666666667,45.7737321196359,-22.4554345470308,0,0,0,2.84090909090909,1.90839694656489,0.932512144344205,110.931450127045,1.63144685961113,-32.824427480916,1,9.09090909090909,0,-100
"950","MARATHON","TOWN OF EAU PLEINE","5507322425",949,"5507322425","55073","22425","EAU PLEINE","T","EAU PLEINE - T","EAU PLEINE - T","37020","37020","37020","073070","22425",NA,"2019/01/30",41422.612634219,85956569.829133,2.19563998773078,98,349,773,759,0,1,"EAU PLEINE","EAU PLEINE",28.080229226361,788.49927340498,1.8111254851229,0,37020,"MARATHON COUNTY",195,430,0,0,0,3,3,0,318,422,0,0,0,5,4,0,0,1,75.3554502369668,45.3488372093023,-30.0066130276645,0,0,0,1.53846153846154,1.25786163522013,0.280599903241413,85.9565698291016,2.19643688187755,-38.6792452830189,1,0,0,NA
"984","MARATHON","VILLAGE OF EDGAR","5507322550",950,"5507322550","55073","22550","Edgar","V","Edgar - V","Edgar - V","37121","37121","37121","073075","22550",NA,"2019/01/30",12044.3597583278,4677797.02715701,6.06480544446558,131,370,847,817,0,1,"EDGAR","EDGAR",35.4054054054054,1253.54273192111,3.54191263282172,0,37121,"MARATHON COUNTY",381,823,0,0,0,55,55,0,590,836,0,0,0,11,0,1,0,0,70.5741626794258,46.2940461725395,-24.2801165068864,0,0,0,14.4356955380577,0,14.4356955380577,4.67779702740479,5.19887341618624,-35.4237288135593,1,9.09090909090909,0,-100
